dataset,score,type
question51,0.5760233918128654,Clustering
question53,-0.06730769230769229,Clustering
question54,0.6375,Clustering
question56,0.6607142857142856,Clustering
question58,0.3237179487179489,Clustering
question60,0.6147058823529412,Clustering
question61,0.05555555555555558,Clustering
question64,0.25,Clustering
question65,0.33333333333333326,Clustering
question66,0.5,Clustering
question67,0.125,Clustering
question69,0.48,Clustering
question6,0.07692307692307687,Clustering
question70,0.6000000000000001,Clustering
question71,0.45341614906832284,Clustering
question72,0.125,Clustering
question73,0.4181286549707601,Clustering
question75,0.3181818181818181,Clustering
question77,-0.00952380952380949,Clustering
question78,0.48235294117647065,Clustering
question80,0.44940476190476186,Clustering
question81,0.13975155279503104,Clustering
question83,0.15714285714285703,Clustering
question85,0.11111111111111116,Clustering
question86,0.0029239766081869956,Clustering
question87,0.16666666666666674,Clustering
question88,0.050000000000000044,Clustering
question89,0.125,Clustering
question8,0.31182795698924726,Clustering
question90,0.4761904761904763,Clustering
question92,0.0714285714285714,Clustering
question93,0.39160839160839167,Clustering
question95,0.31182795698924726,Clustering
question96,0.2333333333333334,Clustering
question99,0.46474358974358987,Clustering
question0,0.16666666666666674,Combination
question100,0.5992063492063493,Combination
question101,0.04761904761904767,Combination
question104,0.14814814814814814,Combination
question105,-0.24825174825174823,Combination
question107,0.3633540372670807,Combination
question108,0.040000000000000036,Combination
question10,0.10000000000000009,Combination
question111,0.08333333333333326,Combination
question112,0.24561403508771917,Combination
question118,0.040000000000000036,Combination
question119,0.10000000000000009,Combination
question11,-0.15322580645161288,Combination
question120,0.07692307692307687,Combination
question122,0.04166666666666674,Combination
question123,0.04761904761904767,Combination
question126,0.3769230769230769,Combination
question127,0.783068783068783,Combination
question128,0.04166666666666674,Combination
question12,0.5480769230769231,Combination
question130,0.03333333333333344,Combination
question131,0.7411764705882353,Combination
question132,0.3741935483870966,Combination
question133,0.241486068111455,Combination
question134,0.3666666666666667,Combination
question13,0.012727272727272698,Combination
question14,0.5185185185185186,Combination
question17,0.10000000000000009,Combination
question18,0.10000000000000009,Combination
question19,0.25,Combination
question21,0.25,Combination
question23,0.03333333333333344,Combination
question25,0.6058823529411765,Combination
question26,1.0,Combination
question27,0.47,Combination
question30,0.4137931034482758,Combination
question31,0.05555555555555558,Combination
question32,0.30519480519480524,Combination
question33,0.5714285714285714,Combination
question38,0.05555555555555558,Combination
question39,0.2333333333333334,Combination
question3,0.0714285714285714,Combination
question41,0.5888888888888888,Combination
question42,0.5483870967741935,Combination
question44,0.4545454545454546,Combination
question45,0.09090909090909083,Combination
question49,0.4666666666666668,Combination
question4,0.4571428571428571,Combination
question50,0.5151515151515151,Combination
question51,0.5760233918128654,Combination
question53,-0.02564102564102566,Combination
question54,0.38749999999999996,Combination
question56,0.5714285714285714,Combination
question58,0.2884615384615383,Combination
question60,0.29117647058823515,Combination
question61,0.05555555555555558,Combination
question64,0.3878205128205128,Combination
question65,0.4473684210526314,Combination
question66,0.5454545454545454,Combination
question67,0.125,Combination
question69,0.669090909090909,Combination
question6,0.07692307692307687,Combination
question70,0.3242424242424242,Combination
question71,0.48136645962732905,Combination
question72,0.125,Combination
question73,0.1929824561403508,Combination
question75,0.3181818181818181,Combination
question77,0.22857142857142865,Combination
question78,0.48235294117647065,Combination
question80,0.44940476190476186,Combination
question81,0.28260869565217384,Combination
question83,0.2571428571428571,Combination
question85,0.11111111111111116,Combination
question86,0.0029239766081869956,Combination
question87,0.2333333333333334,Combination
question88,0.050000000000000044,Combination
question89,0.125,Combination
question8,0.31182795698924726,Combination
question90,0.37142857142857144,Combination
question92,0.0714285714285714,Combination
question93,0.4440559440559442,Combination
question95,0.403225806451613,Combination
question96,0.303030303030303,Combination
question99,0.5064102564102564,Combination
