dataset,score,type
question67,1.0,Clustering
question69,1.0,Clustering
question6,1.0,Clustering
question70,1.0,Clustering
question71,0.625,Clustering
question72,1.0,Clustering
question73,0.7692307692307693,Clustering
question75,1.0,Clustering
question77,0.5714285714285714,Clustering
question78,0.8461538461538461,Clustering
question80,0.7619047619047619,Clustering
question81,0.45454545454545453,Clustering
question83,0.9,Clustering
question85,1.0,Clustering
question86,1.0,Clustering
question87,1.0,Clustering
question88,1.0,Clustering
question89,1.0,Clustering
question8,0.26666666666666666,Clustering
question90,0.7727272727272727,Clustering
question92,1.0,Clustering
question93,0.75,Clustering
question95,0.26666666666666666,Clustering
question96,0.5,Clustering
question99,0.9285714285714286,Clustering
question0,1.0,Combination
question100,0.5833333333333334,Combination
question101,0.8571428571428571,Combination
question104,1.0,Combination
question105,0.42857142857142855,Combination
question107,0.9090909090909091,Combination
question108,1.0,Combination
question10,1.0,Combination
question111,1.0,Combination
question112,0.6470588235294118,Combination
question118,1.0,Combination
question119,1.0,Combination
question11,0.6,Combination
question120,1.0,Combination
question122,1.0,Combination
question123,1.0,Combination
question126,0.8823529411764706,Combination
question127,0.75,Combination
question128,1.0,Combination
question12,0.9375,Combination
question130,1.0,Combination
question131,0.9411764705882353,Combination
question132,0.3,Combination
question133,0.8333333333333334,Combination
question134,0.4375,Combination
question13,0.5,Combination
question14,1.0,Combination
question17,1.0,Combination
question18,1.0,Combination
question19,1.0,Combination
question21,1.0,Combination
question23,1.0,Combination
question25,0.782608695652174,Combination
question26,1.0,Combination
question27,1.0,Combination
question30,1.0,Combination
question31,1.0,Combination
question32,0.5263157894736842,Combination
question33,1.0,Combination
question38,1.0,Combination
question39,0.5,Combination
question3,1.0,Combination
question41,0.7,Combination
question42,0.3,Combination
question44,0.18181818181818182,Combination
question45,1.0,Combination
question49,1.0,Combination
question4,0.9473684210526315,Combination
question50,0.2,Combination
question51,0.9230769230769231,Combination
question53,0.3333333333333333,Combination
question54,0.875,Combination
question56,0.92,Combination
question58,0.5384615384615384,Combination
question60,0.875,Combination
question61,1.0,Combination
question64,0.8666666666666667,Combination
question65,0.9,Combination
question66,1.0,Combination
question67,0.46153846153846156,Combination
question69,0.95,Combination
question6,1.0,Combination
question70,0.55,Combination
question71,0.6111111111111112,Combination
question72,1.0,Combination
question73,0.625,Combination
question75,1.0,Combination
question77,0.75,Combination
question78,0.8571428571428571,Combination
question80,0.7619047619047619,Combination
question81,0.5833333333333334,Combination
question83,0.9230769230769231,Combination
question85,1.0,Combination
question86,0.5,Combination
question87,1.0,Combination
question88,1.0,Combination
question89,1.0,Combination
question8,0.26666666666666666,Combination
question90,0.7037037037037037,Combination
question92,1.0,Combination
question93,0.5833333333333334,Combination
question95,0.5,Combination
question96,0.5555555555555556,Combination
question99,0.9333333333333333,Combination
