wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_key,q_stemmed_has_stick,q_stemmed_has_iron,q_stemmed_has_aluminum,q_stemmed_has_key_stick,q_stemmed_has_stick_key,q_stemmed_has_key_iron,q_stemmed_has_iron_key,q_stemmed_has_key_aluminum,q_stemmed_has_key_stick_key,q_stemmed_has_stick_key_iron,q_stemmed_has_key_iron_key,q_stemmed_has_iron_key_stick,q_stemmed_has_stick_key_aluminum,q_stem_ordered_has_aluminum,q_stem_ordered_has_iron,q_stem_ordered_has_key,q_stem_ordered_has_stick,q_stem_ordered_has_aluminum_iron,q_stem_ordered_has_iron_key,q_stem_ordered_has_key_key,q_stem_ordered_has_key_stick,q_stem_ordered_has_stick_stick,q_stem_ordered_has_aluminum_iron_key,q_stem_ordered_has_iron_key_key,q_stem_ordered_has_key_key_key,q_stem_ordered_has_key_key_stick,q_stem_ordered_has_key_stick_stick
0.14285714285714285,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.75,0.75,0.866,0.75,0.75,0.866,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.4,0.2,0.3536,0.4,0.2,0.3536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.7142857142857142,1.0,0.6666666666666666,0.8165,1.0,0.6666666666666666,0.8165,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0.5714285714285714,0.8333333333333334,0.5,0.6708,0.8333333333333334,0.5,0.6708,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
