wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_solut,q_stemmed_has_mixtur,q_stemmed_has_form,q_stemmed_has_solid,q_stemmed_has_dissolv,q_stemmed_has_liquid,q_stemmed_has_solut_mixtur,q_stemmed_has_mixtur_form,q_stemmed_has_form_solid,q_stemmed_has_solid_dissolv,q_stemmed_has_dissolv_liquid,q_stemmed_has_solut_mixtur_form,q_stemmed_has_mixtur_form_solid,q_stemmed_has_form_solid_dissolv,q_stemmed_has_solid_dissolv_liquid,q_stem_ordered_has_dissolv,q_stem_ordered_has_form,q_stem_ordered_has_liquid,q_stem_ordered_has_mixtur,q_stem_ordered_has_solid,q_stem_ordered_has_solut,q_stem_ordered_has_dissolv_form,q_stem_ordered_has_form_liquid,q_stem_ordered_has_liquid_mixtur,q_stem_ordered_has_mixtur_solid,q_stem_ordered_has_solid_solut,q_stem_ordered_has_dissolv_form_liquid,q_stem_ordered_has_form_liquid_mixtur,q_stem_ordered_has_liquid_mixtur_solid,q_stem_ordered_has_mixtur_solid_solut
0.4545454545454545,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.6363636363636364,0.875,0.625,0.7715,0.875,0.625,0.7715,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
0.9999999999999999,0.7857142857142857,0.21428571428571427,0.3693,0.7857142857142857,0.21428571428571427,0.3693,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.36363636363636365,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0.1818181818181818,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.625,0.375,0.5477,0.625,0.375,0.5477,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5774,0.3333333333333333,0.3333333333333333,0.5774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.36363636363636365,0.7142857142857143,0.5714285714285714,0.7303,0.7142857142857143,0.5714285714285714,0.7303,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5774,0.3333333333333333,0.3333333333333333,0.5774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.36363636363636365,0.5,0.1,0.1826,0.5,0.1,0.1826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.625,0.375,0.5477,0.625,0.375,0.5477,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
0.1818181818181818,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.5714285714285714,0.42857142857142855,0.6124,0.5714285714285714,0.42857142857142855,0.6124,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.375,0.125,0.2357,0.375,0.125,0.2357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.5,0.25,0.4082,0.5,0.25,0.4082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.375,0.125,0.2357,0.375,0.125,0.2357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5774,0.3333333333333333,0.3333333333333333,0.5774,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454545,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
