wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_solut,q_stemmed_has_satur,q_stemmed_has_indic,q_stemmed_has_materi,q_stemmed_has_cup,q_stemmed_has_spoon,q_stemmed_has_sugar,q_stemmed_has_maximum,q_stemmed_has_concentr,q_stemmed_has_solut_satur,q_stemmed_has_satur_indic,q_stemmed_has_indic_materi,q_stemmed_has_materi_cup,q_stemmed_has_cup_spoon,q_stemmed_has_spoon_sugar,q_stemmed_has_sugar_maximum,q_stemmed_has_maximum_concentr,q_stemmed_has_solut_satur_indic,q_stemmed_has_satur_indic_materi,q_stemmed_has_indic_materi_cup,q_stemmed_has_materi_cup_spoon,q_stemmed_has_cup_spoon_sugar,q_stemmed_has_spoon_sugar_maximum,q_stemmed_has_sugar_maximum_concentr,q_stem_ordered_has_concentr,q_stem_ordered_has_cup,q_stem_ordered_has_indic,q_stem_ordered_has_materi,q_stem_ordered_has_maximum,q_stem_ordered_has_satur,q_stem_ordered_has_solut,q_stem_ordered_has_spoon,q_stem_ordered_has_sugar,q_stem_ordered_has_concentr_cup,q_stem_ordered_has_cup_indic,q_stem_ordered_has_indic_materi,q_stem_ordered_has_materi_maximum,q_stem_ordered_has_maximum_satur,q_stem_ordered_has_satur_solut,q_stem_ordered_has_solut_spoon,q_stem_ordered_has_spoon_sugar,q_stem_ordered_has_concentr_cup_indic,q_stem_ordered_has_cup_indic_materi,q_stem_ordered_has_indic_materi_maximum,q_stem_ordered_has_materi_maximum_satur,q_stem_ordered_has_maximum_satur_solut,q_stem_ordered_has_satur_solut_spoon,q_stem_ordered_has_solut_spoon_sugar
0.20000000000000004,0.3,0.2,0.3849,0.3,0.2,0.3849,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.30000000000000004,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5000000000000001,0.4166666666666667,0.16666666666666666,0.2981,0.4166666666666667,0.16666666666666666,0.2981,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.2727272727272727,0.09090909090909091,0.1925,0.2727272727272727,0.09090909090909091,0.1925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6000000000000001,0.4166666666666667,0.16666666666666666,0.2981,0.4166666666666667,0.16666666666666666,0.2981,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.5625,0.125,0.2222,0.5625,0.125,0.2222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.4166666666666667,0.16666666666666666,0.2981,0.4166666666666667,0.16666666666666666,0.2981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,0.4,0.3,0.5,0.4,0.3,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5000000000000001,0.5,0.25,0.4082,0.5,0.25,0.4082,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5000000000000001,0.5,0.25,0.4082,0.5,0.25,0.4082,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.45454545454545453,0.2727272727272727,0.4472,0.45454545454545453,0.2727272727272727,0.4472,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.6,0.2,0.3333,0.6,0.2,0.3333,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5000000000000001,0.5,0.25,0.4082,0.5,0.25,0.4082,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6000000000000001,0.45454545454545453,0.2727272727272727,0.4472,0.45454545454545453,0.2727272727272727,0.4472,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
