wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_chemic,q_stemmed_has_reaction,q_stemmed_has_occur,q_stemmed_has_white,q_stemmed_has_solid,q_stemmed_has_precipit,q_stemmed_has_new,q_stemmed_has_materi,q_stemmed_has_indic,q_stemmed_has_chemic_reaction,q_stemmed_has_reaction_occur,q_stemmed_has_occur_white,q_stemmed_has_white_solid,q_stemmed_has_solid_precipit,q_stemmed_has_precipit_new,q_stemmed_has_new_materi,q_stemmed_has_materi_indic,q_stemmed_has_indic_reaction,q_stemmed_has_chemic_reaction_occur,q_stemmed_has_reaction_occur_white,q_stemmed_has_occur_white_solid,q_stemmed_has_white_solid_precipit,q_stemmed_has_solid_precipit_new,q_stemmed_has_precipit_new_materi,q_stemmed_has_new_materi_indic,q_stemmed_has_materi_indic_reaction,q_stem_ordered_has_chemic,q_stem_ordered_has_indic,q_stem_ordered_has_materi,q_stem_ordered_has_new,q_stem_ordered_has_occur,q_stem_ordered_has_precipit,q_stem_ordered_has_reaction,q_stem_ordered_has_solid,q_stem_ordered_has_white,q_stem_ordered_has_chemic_indic,q_stem_ordered_has_indic_materi,q_stem_ordered_has_materi_new,q_stem_ordered_has_new_occur,q_stem_ordered_has_occur_precipit,q_stem_ordered_has_precipit_reaction,q_stem_ordered_has_reaction_reaction,q_stem_ordered_has_reaction_solid,q_stem_ordered_has_solid_white,q_stem_ordered_has_chemic_indic_materi,q_stem_ordered_has_indic_materi_new,q_stem_ordered_has_materi_new_occur,q_stem_ordered_has_new_occur_precipit,q_stem_ordered_has_occur_precipit_reaction,q_stem_ordered_has_precipit_reaction_reaction,q_stem_ordered_has_reaction_reaction_solid,q_stem_ordered_has_reaction_solid_white
0.5555555555555556,0.46153846153846156,0.15384615384615385,0.2722,0.46153846153846156,0.15384615384615385,0.2722,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.1111111111111111,0.1111111111111111,0.3333,0.1111111111111111,0.1111111111111111,0.3333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.35714285714285715,0.0,0.0,0.35714285714285715,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5774,0.3333333333333333,0.3333333333333333,0.5774,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.4444444444444444,0.4444444444444444,0.6667,0.4444444444444444,0.4444444444444444,0.6667,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666665,0.45454545454545453,0.2727272727272727,0.4472,0.45454545454545453,0.2727272727272727,0.4472,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.3,0.2,0.3849,0.3,0.2,0.3849,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.3333333333333333,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.5555555555555556,0.5555555555555556,0.7454,0.5555555555555556,0.5555555555555556,0.7454,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.1111111111111111,0.1111111111111111,0.3333,0.1111111111111111,0.1111111111111111,0.3333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.4,0.0,0.0,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.4,0.3,0.5,0.4,0.3,0.5,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7777777777777777,0.5333333333333333,0.13333333333333333,0.2357,0.5333333333333333,0.13333333333333333,0.2357,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
