wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_sand,q_stemmed_has_particl,q_stemmed_has_larger,q_stemmed_has_settl,q_stemmed_has_flour,q_stemmed_has_smaller,q_stemmed_has_slowli,q_stemmed_has_sand_particl,q_stemmed_has_particl_larger,q_stemmed_has_larger_settl,q_stemmed_has_settl_flour,q_stemmed_has_flour_particl,q_stemmed_has_particl_smaller,q_stemmed_has_smaller_settl,q_stemmed_has_settl_slowli,q_stemmed_has_sand_particl_larger,q_stemmed_has_particl_larger_settl,q_stemmed_has_larger_settl_flour,q_stemmed_has_settl_flour_particl,q_stemmed_has_flour_particl_smaller,q_stemmed_has_particl_smaller_settl,q_stemmed_has_smaller_settl_slowli,q_stem_ordered_has_flour,q_stem_ordered_has_larger,q_stem_ordered_has_particl,q_stem_ordered_has_sand,q_stem_ordered_has_settl,q_stem_ordered_has_slowli,q_stem_ordered_has_smaller,q_stem_ordered_has_flour_larger,q_stem_ordered_has_larger_particl,q_stem_ordered_has_particl_particl,q_stem_ordered_has_particl_sand,q_stem_ordered_has_sand_settl,q_stem_ordered_has_settl_settl,q_stem_ordered_has_settl_slowli,q_stem_ordered_has_slowli_smaller,q_stem_ordered_has_flour_larger_particl,q_stem_ordered_has_larger_particl_particl,q_stem_ordered_has_particl_particl_sand,q_stem_ordered_has_particl_sand_settl,q_stem_ordered_has_sand_settl_settl,q_stem_ordered_has_settl_settl_slowli,q_stem_ordered_has_settl_slowli_smaller
0.7272727272727273,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27272727272727276,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.5,0.2,0.3381,0.5,0.2,0.3381,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.6666666666666666,0.25,0.4009,0.6666666666666666,0.25,0.4009,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0.5,0.2,0.3381,0.5,0.2,0.3381,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.3,0.0,0.0,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7272727272727273,0.5833333333333334,0.16666666666666666,0.2857,0.5833333333333334,0.16666666666666666,0.2857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7272727272727273,0.5714285714285714,0.07142857142857142,0.1336,0.5714285714285714,0.07142857142857142,0.1336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.375,0.25,0.4364,0.375,0.25,0.4364,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.6666666666666666,0.13333333333333333,0.239,0.6666666666666666,0.13333333333333333,0.239,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.5,0.2,0.3381,0.5,0.2,0.3381,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.5833333333333334,0.16666666666666666,0.2857,0.5833333333333334,0.16666666666666666,0.2857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7272727272727273,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.4,0.1,0.189,0.4,0.1,0.189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.46153846153846156,0.0,0.0,0.46153846153846156,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.375,0.25,0.4364,0.375,0.25,0.4364,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0.5,0.2,0.3381,0.5,0.2,0.3381,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636365,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
