wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_2,q_stemmed_has_trace,q_stemmed_has_featur,q_stemmed_has_photograph,q_stemmed_has_overlay,q_stemmed_has_grid,q_stemmed_has_4,q_stemmed_has_transfer,q_stemmed_has_match,q_stemmed_has_squar,q_stemmed_has_smaller,q_stemmed_has_notebook,q_stemmed_has_2_trace,q_stemmed_has_trace_featur,q_stemmed_has_featur_photograph,q_stemmed_has_photograph_overlay,q_stemmed_has_overlay_grid,q_stemmed_has_grid_4,q_stemmed_has_4_transfer,q_stemmed_has_transfer_featur,q_stemmed_has_featur_match,q_stemmed_has_match_squar,q_stemmed_has_squar_smaller,q_stemmed_has_smaller_grid,q_stemmed_has_grid_notebook,q_stemmed_has_2_trace_featur,q_stemmed_has_trace_featur_photograph,q_stemmed_has_featur_photograph_overlay,q_stemmed_has_photograph_overlay_grid,q_stemmed_has_overlay_grid_4,q_stemmed_has_grid_4_transfer,q_stemmed_has_4_transfer_featur,q_stemmed_has_transfer_featur_match,q_stemmed_has_featur_match_squar,q_stemmed_has_match_squar_smaller,q_stemmed_has_squar_smaller_grid,q_stemmed_has_smaller_grid_notebook,q_stem_ordered_has_2,q_stem_ordered_has_4,q_stem_ordered_has_featur,q_stem_ordered_has_grid,q_stem_ordered_has_match,q_stem_ordered_has_notebook,q_stem_ordered_has_overlay,q_stem_ordered_has_photograph,q_stem_ordered_has_smaller,q_stem_ordered_has_squar,q_stem_ordered_has_trace,q_stem_ordered_has_transfer,q_stem_ordered_has_2_4,q_stem_ordered_has_4_featur,q_stem_ordered_has_featur_featur,q_stem_ordered_has_featur_grid,q_stem_ordered_has_grid_grid,q_stem_ordered_has_grid_match,q_stem_ordered_has_match_notebook,q_stem_ordered_has_notebook_overlay,q_stem_ordered_has_overlay_photograph,q_stem_ordered_has_photograph_smaller,q_stem_ordered_has_smaller_squar,q_stem_ordered_has_squar_trace,q_stem_ordered_has_trace_transfer,q_stem_ordered_has_2_4_featur,q_stem_ordered_has_4_featur_featur,q_stem_ordered_has_featur_featur_grid,q_stem_ordered_has_featur_grid_grid,q_stem_ordered_has_grid_grid_match,q_stem_ordered_has_grid_match_notebook,q_stem_ordered_has_match_notebook_overlay,q_stem_ordered_has_notebook_overlay_photograph,q_stem_ordered_has_overlay_photograph_smaller,q_stem_ordered_has_photograph_smaller_squar,q_stem_ordered_has_smaller_squar_trace,q_stem_ordered_has_squar_trace_transfer
0.4545454545454546,0.5333333333333333,0.3333333333333333,0.5103,0.5333333333333333,0.3333333333333333,0.5103,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545455,0.5625,0.3125,0.4811,0.5625,0.3125,0.4811,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454546,0.4375,0.1875,0.3273,0.4375,0.1875,0.3273,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7272727272727273,0.5294117647058824,0.23529411764705882,0.3849,0.5294117647058824,0.23529411764705882,0.3849,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4,0.2,0.3536,0.4,0.2,0.3536,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545455,0.5,0.25,0.4082,0.5,0.25,0.4082,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454546,0.4375,0.1875,0.3273,0.4375,0.1875,0.3273,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9090909090909092,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36363636363636365,0.4,0.2,0.3536,0.4,0.2,0.3536,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.6666666666666666,0.4666666666666667,0.639,0.6666666666666666,0.4666666666666667,0.639,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4,0.2,0.3536,0.4,0.2,0.3536,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7272727272727273,0.55,0.15,0.2611,0.55,0.15,0.2611,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636365,0.4444444444444444,0.1111111111111111,0.2041,0.4444444444444444,0.1111111111111111,0.2041,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.5882352941176471,0.29411764705882354,0.4564,0.5882352941176471,0.29411764705882354,0.4564,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909094,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.6111111111111112,0.2777777777777778,0.4352,0.6111111111111112,0.2777777777777778,0.4352,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.5294117647058824,0.23529411764705882,0.3849,0.5294117647058824,0.23529411764705882,0.3849,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545455,0.5333333333333333,0.3333333333333333,0.5103,0.5333333333333333,0.3333333333333333,0.5103,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.6,0.4,0.5774,0.6,0.4,0.5774,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.36363636363636365,0.4375,0.1875,0.3273,0.4375,0.1875,0.3273,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454546,0.47058823529411764,0.17647058823529413,0.3062,0.47058823529411764,0.17647058823529413,0.3062,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454546,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545455,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4,0.2,0.3536,0.4,0.2,0.3536,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636365,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818188,0.38461538461538464,0.3076923076923077,0.5164,0.38461538461538464,0.3076923076923077,0.5164,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
