wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_overli,q_stemmed_has_orang,q_stemmed_has_take,q_stemmed_has_fewer,q_stemmed_has_drop,q_stemmed_has_chang,q_stemmed_has_color,q_stemmed_has_indophenol,q_stemmed_has_higher,q_stemmed_has_concentr,q_stemmed_has_vitamin,q_stemmed_has_c,q_stemmed_has_overli_orang,q_stemmed_has_orang_take,q_stemmed_has_take_fewer,q_stemmed_has_fewer_drop,q_stemmed_has_drop_chang,q_stemmed_has_chang_color,q_stemmed_has_color_indophenol,q_stemmed_has_indophenol_overli,q_stemmed_has_orang_higher,q_stemmed_has_higher_concentr,q_stemmed_has_concentr_vitamin,q_stemmed_has_vitamin_c,q_stemmed_has_overli_orang_take,q_stemmed_has_orang_take_fewer,q_stemmed_has_take_fewer_drop,q_stemmed_has_fewer_drop_chang,q_stemmed_has_drop_chang_color,q_stemmed_has_chang_color_indophenol,q_stemmed_has_color_indophenol_overli,q_stemmed_has_indophenol_overli_orang,q_stemmed_has_overli_orang_higher,q_stemmed_has_orang_higher_concentr,q_stemmed_has_higher_concentr_vitamin,q_stemmed_has_concentr_vitamin_c,q_stem_ordered_has_c,q_stem_ordered_has_chang,q_stem_ordered_has_color,q_stem_ordered_has_concentr,q_stem_ordered_has_drop,q_stem_ordered_has_fewer,q_stem_ordered_has_higher,q_stem_ordered_has_indophenol,q_stem_ordered_has_orang,q_stem_ordered_has_overli,q_stem_ordered_has_take,q_stem_ordered_has_vitamin,q_stem_ordered_has_c_chang,q_stem_ordered_has_chang_color,q_stem_ordered_has_color_concentr,q_stem_ordered_has_concentr_drop,q_stem_ordered_has_drop_fewer,q_stem_ordered_has_fewer_higher,q_stem_ordered_has_higher_indophenol,q_stem_ordered_has_indophenol_orang,q_stem_ordered_has_orang_orang,q_stem_ordered_has_orang_overli,q_stem_ordered_has_overli_overli,q_stem_ordered_has_overli_take,q_stem_ordered_has_take_vitamin,q_stem_ordered_has_c_chang_color,q_stem_ordered_has_chang_color_concentr,q_stem_ordered_has_color_concentr_drop,q_stem_ordered_has_concentr_drop_fewer,q_stem_ordered_has_drop_fewer_higher,q_stem_ordered_has_fewer_higher_indophenol,q_stem_ordered_has_higher_indophenol_orang,q_stem_ordered_has_indophenol_orang_orang,q_stem_ordered_has_orang_orang_overli,q_stem_ordered_has_orang_overli_overli,q_stem_ordered_has_overli_overli_take,q_stem_ordered_has_overli_take_vitamin
0.2352941176470588,0.4,0.2,0.3536,0.4,0.2,0.3536,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2352941176470588,0.46153846153846156,0.38461538461538464,0.5893,0.46153846153846156,0.38461538461538464,0.5893,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.6,0.4,0.5774,0.6,0.4,0.5774,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3529411764705882,0.5,0.25,0.4082,0.5,0.25,0.4082,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.38461538461538464,0.3076923076923077,0.5164,0.38461538461538464,0.3076923076923077,0.5164,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47058823529411764,0.7142857142857143,0.5714285714285714,0.7303,0.7142857142857143,0.5714285714285714,0.7303,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.47058823529411764,0.47058823529411764,0.17647058823529413,0.3062,0.47058823529411764,0.17647058823529413,0.3062,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.588235294117647,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2352941176470588,0.5,0.5,0.7071,0.5,0.5,0.7071,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.16666666666666666,0.16666666666666666,0.4082,0.16666666666666666,0.16666666666666666,0.4082,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2352941176470588,0.38461538461538464,0.3076923076923077,0.5164,0.38461538461538464,0.3076923076923077,0.5164,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7058823529411764,0.65,0.25,0.4003,0.65,0.25,0.4003,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.6470588235294118,0.35294117647058826,0.5222,0.6470588235294118,0.35294117647058826,0.5222,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05882352941176469,0.25,0.25,0.5,0.25,0.25,0.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2941176470588235,0.375,0.125,0.2357,0.375,0.125,0.2357,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11764705882352941,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.6111111111111112,0.2777777777777778,0.4352,0.6111111111111112,0.2777777777777778,0.4352,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.4166666666666667,0.4166666666666667,0.6455,0.4166666666666667,0.4166666666666667,0.6455,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3529411764705882,0.6153846153846154,0.5384615384615384,0.7144,0.6153846153846154,0.5384615384615384,0.7144,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6470588235294117,0.5882352941176471,0.29411764705882354,0.4564,0.5882352941176471,0.29411764705882354,0.4564,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.47058823529411764,0.5294117647058824,0.23529411764705882,0.3849,0.5294117647058824,0.23529411764705882,0.3849,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4117647058823529,0.5384615384615384,0.46153846153846156,0.6547,0.5384615384615384,0.46153846153846156,0.6547,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4117647058823529,0.5,0.25,0.4082,0.5,0.25,0.4082,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47058823529411764,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.631578947368421,0.2631578947368421,0.4167,0.631578947368421,0.2631578947368421,0.4167,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.7058823529411764,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
