wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_c,q_stemmed_has_black,q_stemmed_has_absorb,q_stemmed_has_heat,q_stemmed_has_energi,q_stemmed_has_white,q_stemmed_has_pan,q_stemmed_has_dark,q_stemmed_has_surfac,q_stemmed_has_area,q_stemmed_has_fastest,q_stemmed_has_highest,q_stemmed_has_temperatur,q_stemmed_has_c_black,q_stemmed_has_black_absorb,q_stemmed_has_absorb_heat,q_stemmed_has_heat_energi,q_stemmed_has_energi_white,q_stemmed_has_white_pan,q_stemmed_has_pan_c,q_stemmed_has_c_dark,q_stemmed_has_dark_surfac,q_stemmed_has_surfac_area,q_stemmed_has_area_c,q_stemmed_has_c_heat,q_stemmed_has_heat_fastest,q_stemmed_has_fastest_highest,q_stemmed_has_highest_temperatur,q_stemmed_has_c_black_absorb,q_stemmed_has_black_absorb_heat,q_stemmed_has_absorb_heat_energi,q_stemmed_has_heat_energi_white,q_stemmed_has_energi_white_pan,q_stemmed_has_white_pan_c,q_stemmed_has_pan_c_dark,q_stemmed_has_c_dark_surfac,q_stemmed_has_dark_surfac_area,q_stemmed_has_surfac_area_c,q_stemmed_has_area_c_heat,q_stemmed_has_c_heat_fastest,q_stemmed_has_heat_fastest_highest,q_stemmed_has_fastest_highest_temperatur,q_stem_ordered_has_absorb,q_stem_ordered_has_area,q_stem_ordered_has_black,q_stem_ordered_has_c,q_stem_ordered_has_dark,q_stem_ordered_has_energi,q_stem_ordered_has_fastest,q_stem_ordered_has_heat,q_stem_ordered_has_highest,q_stem_ordered_has_pan,q_stem_ordered_has_surfac,q_stem_ordered_has_temperatur,q_stem_ordered_has_white,q_stem_ordered_has_absorb_area,q_stem_ordered_has_area_black,q_stem_ordered_has_black_c,q_stem_ordered_has_c_c,q_stem_ordered_has_c_dark,q_stem_ordered_has_dark_energi,q_stem_ordered_has_energi_fastest,q_stem_ordered_has_fastest_heat,q_stem_ordered_has_heat_heat,q_stem_ordered_has_heat_highest,q_stem_ordered_has_highest_pan,q_stem_ordered_has_pan_surfac,q_stem_ordered_has_surfac_temperatur,q_stem_ordered_has_temperatur_white,q_stem_ordered_has_absorb_area_black,q_stem_ordered_has_area_black_c,q_stem_ordered_has_black_c_c,q_stem_ordered_has_c_c_c,q_stem_ordered_has_c_c_dark,q_stem_ordered_has_c_dark_energi,q_stem_ordered_has_dark_energi_fastest,q_stem_ordered_has_energi_fastest_heat,q_stem_ordered_has_fastest_heat_heat,q_stem_ordered_has_heat_heat_highest,q_stem_ordered_has_heat_highest_pan,q_stem_ordered_has_highest_pan_surfac,q_stem_ordered_has_pan_surfac_temperatur,q_stem_ordered_has_surfac_temperatur_white
0.07142857142857142,0.21428571428571427,0.14285714285714285,0.3203,0.21428571428571427,0.14285714285714285,0.3203,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571425,0.2857142857142857,0.21428571428571427,0.416,0.2857142857142857,0.21428571428571427,0.416,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.3125,0.125,0.2481,0.3125,0.125,0.2481,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571425,0.3125,0.125,0.2481,0.3125,0.125,0.2481,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.21428571428571427,0.14285714285714285,0.3203,0.21428571428571427,0.14285714285714285,0.3203,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.26666666666666666,0.13333333333333333,0.2774,0.26666666666666666,0.13333333333333333,0.2774,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07142857142857142,0.2,0.06666666666666667,0.1601,0.2,0.06666666666666667,0.1601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49999999999999994,0.4444444444444444,0.16666666666666666,0.2942,0.4444444444444444,0.16666666666666666,0.2942,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.21428571428571425,0.35714285714285715,0.2857142857142857,0.4961,0.35714285714285715,0.2857142857142857,0.4961,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8571428571428572,0.5625,0.375,0.5547,0.5625,0.375,0.5547,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5714285714285714,0.47058823529411764,0.23529411764705882,0.3922,0.47058823529411764,0.23529411764705882,0.3922,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.7857142857142856,0.5263157894736842,0.21052631578947367,0.3508,0.5263157894736842,0.21052631578947367,0.3508,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49999999999999994,0.35294117647058826,0.11764705882352941,0.2265,0.35294117647058826,0.11764705882352941,0.2265,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07142857142857142,0.21428571428571427,0.14285714285714285,0.3203,0.21428571428571427,0.14285714285714285,0.3203,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42857142857142855,0.4117647058823529,0.17647058823529413,0.3145,0.4117647058823529,0.17647058823529413,0.3145,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35714285714285715,0.375,0.1875,0.3397,0.375,0.1875,0.3397,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.26666666666666666,0.13333333333333333,0.2774,0.26666666666666666,0.13333333333333333,0.2774,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7142857142857142,0.5,0.3125,0.4903,0.5,0.3125,0.4903,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.35714285714285715,0.3333333333333333,0.2,0.3721,0.3333333333333333,0.2,0.3721,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.375,0.1875,0.3397,0.375,0.1875,0.3397,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6428571428571428,0.5555555555555556,0.2777777777777778,0.4385,0.5555555555555556,0.2777777777777778,0.4385,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.07142857142857142,0.21428571428571427,0.14285714285714285,0.3203,0.21428571428571427,0.14285714285714285,0.3203,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.42857142857142855,0.35,0.0,0.0,0.35,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2857142857142857,0.4,0.26666666666666666,0.4529,0.4,0.26666666666666666,0.4529,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5714285714285714,0.42857142857142855,0.35714285714285715,0.5661,0.42857142857142855,0.35714285714285715,0.5661,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
