wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_fizz,q_stemmed_has_indic,q_stemmed_has_ga,q_stemmed_has_new,q_stemmed_has_materi,q_stemmed_has_produc,q_stemmed_has_chemic,q_stemmed_has_reaction,q_stemmed_has_occur,q_stemmed_has_fizz_indic,q_stemmed_has_indic_ga,q_stemmed_has_ga_new,q_stemmed_has_new_materi,q_stemmed_has_materi_produc,q_stemmed_has_produc_new,q_stemmed_has_produc_chemic,q_stemmed_has_chemic_reaction,q_stemmed_has_reaction_occur,q_stemmed_has_fizz_indic_ga,q_stemmed_has_indic_ga_new,q_stemmed_has_ga_new_materi,q_stemmed_has_new_materi_produc,q_stemmed_has_materi_produc_new,q_stemmed_has_produc_new_materi,q_stemmed_has_materi_produc_chemic,q_stemmed_has_produc_chemic_reaction,q_stemmed_has_chemic_reaction_occur,q_stem_ordered_has_chemic,q_stem_ordered_has_fizz,q_stem_ordered_has_ga,q_stem_ordered_has_indic,q_stem_ordered_has_materi,q_stem_ordered_has_new,q_stem_ordered_has_occur,q_stem_ordered_has_produc,q_stem_ordered_has_reaction,q_stem_ordered_has_chemic_fizz,q_stem_ordered_has_fizz_ga,q_stem_ordered_has_ga_indic,q_stem_ordered_has_indic_materi,q_stem_ordered_has_materi_materi,q_stem_ordered_has_materi_new,q_stem_ordered_has_new_new,q_stem_ordered_has_new_occur,q_stem_ordered_has_occur_produc,q_stem_ordered_has_produc_produc,q_stem_ordered_has_produc_reaction,q_stem_ordered_has_chemic_fizz_ga,q_stem_ordered_has_fizz_ga_indic,q_stem_ordered_has_ga_indic_materi,q_stem_ordered_has_indic_materi_materi,q_stem_ordered_has_materi_materi_new,q_stem_ordered_has_materi_new_new,q_stem_ordered_has_new_new_occur,q_stem_ordered_has_new_occur_produc,q_stem_ordered_has_occur_produc_produc,q_stem_ordered_has_produc_produc_reaction
0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.6363636363636364,0.45454545454545453,0.6299,0.6363636363636364,0.45454545454545453,0.6299,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4545454545454545,0.45454545454545453,0.2727272727272727,0.4472,0.45454545454545453,0.2727272727272727,0.4472,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454545,0.5454545454545454,0.36363636363636365,0.5443,0.5454545454545454,0.36363636363636365,0.5443,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2,0.1,0.2357,0.2,0.1,0.2357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36363636363636365,0.5,0.4,0.5963,0.5,0.4,0.5963,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4545454545454545,0.5454545454545454,0.36363636363636365,0.5443,0.5454545454545454,0.36363636363636365,0.5443,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,0.6363636363636364,0.45454545454545453,0.6299,0.6363636363636364,0.45454545454545453,0.6299,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.4,0.3,0.5,0.4,0.3,0.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2,0.1,0.2357,0.2,0.1,0.2357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5774,0.3333333333333333,0.3333333333333333,0.5774,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,0.5714285714285714,0.21428571428571427,0.3536,0.5714285714285714,0.21428571428571427,0.3536,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.2,0.1,0.2357,0.2,0.1,0.2357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454545,0.3333333333333333,0.08333333333333333,0.1667,0.3333333333333333,0.08333333333333333,0.1667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36363636363636365,0.45454545454545453,0.2727272727272727,0.4472,0.45454545454545453,0.2727272727272727,0.4472,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.3,0.2,0.3849,0.3,0.2,0.3849,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
