wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_set,q_stemmed_has_evapor,q_stemmed_has_dish,q_stemmed_has_water,q_stemmed_has_air,q_stemmed_has_solid,q_stemmed_has_left,q_stemmed_has_crystal,q_stemmed_has_set_evapor,q_stemmed_has_evapor_dish,q_stemmed_has_dish_water,q_stemmed_has_water_air,q_stemmed_has_air_evapor,q_stemmed_has_evapor_solid,q_stemmed_has_solid_left,q_stemmed_has_left_dish,q_stemmed_has_dish_crystal,q_stemmed_has_set_evapor_dish,q_stemmed_has_evapor_dish_water,q_stemmed_has_dish_water_air,q_stemmed_has_water_air_evapor,q_stemmed_has_air_evapor_solid,q_stemmed_has_evapor_solid_left,q_stemmed_has_solid_left_dish,q_stemmed_has_left_dish_crystal,q_stem_ordered_has_air,q_stem_ordered_has_crystal,q_stem_ordered_has_dish,q_stem_ordered_has_evapor,q_stem_ordered_has_left,q_stem_ordered_has_set,q_stem_ordered_has_solid,q_stem_ordered_has_water,q_stem_ordered_has_air_crystal,q_stem_ordered_has_crystal_dish,q_stem_ordered_has_dish_dish,q_stem_ordered_has_dish_evapor,q_stem_ordered_has_evapor_evapor,q_stem_ordered_has_evapor_left,q_stem_ordered_has_left_set,q_stem_ordered_has_set_solid,q_stem_ordered_has_solid_water,q_stem_ordered_has_air_crystal_dish,q_stem_ordered_has_crystal_dish_dish,q_stem_ordered_has_dish_dish_evapor,q_stem_ordered_has_dish_evapor_evapor,q_stem_ordered_has_evapor_evapor_left,q_stem_ordered_has_evapor_left_set,q_stem_ordered_has_left_set_solid,q_stem_ordered_has_set_solid_water
0.13333333333333336,0.3,0.1,0.2041,0.3,0.1,0.2041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.6,0.4,0.5774,0.6,0.4,0.5774,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.4166666666666667,0.08333333333333333,0.1581,0.4166666666666667,0.08333333333333333,0.1581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.38461538461538464,0.0,0.0,0.38461538461538464,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.5384615384615384,0.15384615384615385,0.2673,0.5384615384615384,0.15384615384615385,0.2673,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13333333333333336,0.3,0.1,0.2041,0.3,0.1,0.2041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.4166666666666667,0.08333333333333333,0.1581,0.4166666666666667,0.08333333333333333,0.1581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.4444444444444444,0.3333333333333333,0.5303,0.4444444444444444,0.3333333333333333,0.5303,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.4,0.5454545454545454,0.2727272727272727,0.433,0.5454545454545454,0.2727272727272727,0.433,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.6363636363636364,0.36363636363636365,0.5345,0.6363636363636364,0.36363636363636365,0.5345,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.06666666666666667,0.2,0.0,0.0,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.5714285714285714,0.14285714285714285,0.25,0.5714285714285714,0.14285714285714285,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.4666666666666667,0.7,0.5,0.6682,0.7,0.5,0.6682,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.6,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666667,0.6363636363636364,0.36363636363636365,0.5345,0.6363636363636364,0.36363636363636365,0.5345,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.6190476190476191,0.0,0.0,0.6190476190476191,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13333333333333336,0.3,0.1,0.2041,0.3,0.1,0.2041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
