wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_2,q_stemmed_has_variabl,q_stemmed_has_chang,q_stemmed_has_imposs,q_stemmed_has_determin,q_stemmed_has_caus,q_stemmed_has_effect,q_stemmed_has_2_variabl,q_stemmed_has_variabl_chang,q_stemmed_has_chang_imposs,q_stemmed_has_imposs_determin,q_stemmed_has_determin_variabl,q_stemmed_has_variabl_caus,q_stemmed_has_caus_effect,q_stemmed_has_2_variabl_chang,q_stemmed_has_variabl_chang_imposs,q_stemmed_has_chang_imposs_determin,q_stemmed_has_imposs_determin_variabl,q_stemmed_has_determin_variabl_caus,q_stemmed_has_variabl_caus_effect,q_stem_ordered_has_2,q_stem_ordered_has_caus,q_stem_ordered_has_chang,q_stem_ordered_has_determin,q_stem_ordered_has_effect,q_stem_ordered_has_imposs,q_stem_ordered_has_variabl,q_stem_ordered_has_2_caus,q_stem_ordered_has_caus_chang,q_stem_ordered_has_chang_determin,q_stem_ordered_has_determin_effect,q_stem_ordered_has_effect_imposs,q_stem_ordered_has_imposs_variabl,q_stem_ordered_has_variabl_variabl,q_stem_ordered_has_2_caus_chang,q_stem_ordered_has_caus_chang_determin,q_stem_ordered_has_chang_determin_effect,q_stem_ordered_has_determin_effect_imposs,q_stem_ordered_has_effect_imposs_variabl,q_stem_ordered_has_imposs_variabl_variabl
0.4,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666667,0.5333333333333333,0.0,0.0,0.5333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06666666666666667,0.25,0.125,0.2673,0.25,0.125,0.2673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666667,0.5555555555555556,0.3333333333333333,0.5071,0.5555555555555556,0.3333333333333333,0.5071,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5333333333333333,0.5625,0.0,0.0,0.5625,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5333333333333333,0.6,0.06666666666666667,0.126,0.6,0.06666666666666667,0.126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666667,0.5333333333333333,0.0,0.0,0.5333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.46153846153846156,0.0,0.0,0.46153846153846156,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
