wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_crystal,q_stemmed_has_differ,q_stemmed_has_shape,q_stemmed_has_salt,q_stemmed_has_squar,q_stemmed_has_littl,q_stemmed_has_xs,q_stemmed_has_calcit,q_stemmed_has_like,q_stemmed_has_needl,q_stemmed_has_long,q_stemmed_has_skinni,q_stemmed_has_crystal_differ,q_stemmed_has_differ_shape,q_stemmed_has_shape_salt,q_stemmed_has_salt_crystal,q_stemmed_has_crystal_squar,q_stemmed_has_squar_littl,q_stemmed_has_littl_xs,q_stemmed_has_xs_calcit,q_stemmed_has_calcit_crystal,q_stemmed_has_crystal_shape,q_stemmed_has_shape_like,q_stemmed_has_like_needl,q_stemmed_has_needl_long,q_stemmed_has_long_skinni,q_stemmed_has_crystal_differ_shape,q_stemmed_has_differ_shape_salt,q_stemmed_has_shape_salt_crystal,q_stemmed_has_salt_crystal_squar,q_stemmed_has_crystal_squar_littl,q_stemmed_has_squar_littl_xs,q_stemmed_has_littl_xs_calcit,q_stemmed_has_xs_calcit_crystal,q_stemmed_has_calcit_crystal_shape,q_stemmed_has_crystal_shape_like,q_stemmed_has_shape_like_needl,q_stemmed_has_like_needl_long,q_stemmed_has_needl_long_skinni,q_stem_ordered_has_calcit,q_stem_ordered_has_crystal,q_stem_ordered_has_differ,q_stem_ordered_has_like,q_stem_ordered_has_littl,q_stem_ordered_has_long,q_stem_ordered_has_needl,q_stem_ordered_has_salt,q_stem_ordered_has_shape,q_stem_ordered_has_skinni,q_stem_ordered_has_squar,q_stem_ordered_has_xs,q_stem_ordered_has_calcit_crystal,q_stem_ordered_has_crystal_crystal,q_stem_ordered_has_crystal_differ,q_stem_ordered_has_differ_like,q_stem_ordered_has_like_littl,q_stem_ordered_has_littl_long,q_stem_ordered_has_long_needl,q_stem_ordered_has_needl_salt,q_stem_ordered_has_salt_shape,q_stem_ordered_has_shape_shape,q_stem_ordered_has_shape_skinni,q_stem_ordered_has_skinni_squar,q_stem_ordered_has_squar_xs,q_stem_ordered_has_calcit_crystal_crystal,q_stem_ordered_has_crystal_crystal_crystal,q_stem_ordered_has_crystal_crystal_differ,q_stem_ordered_has_crystal_differ_like,q_stem_ordered_has_differ_like_littl,q_stem_ordered_has_like_littl_long,q_stem_ordered_has_littl_long_needl,q_stem_ordered_has_long_needl_salt,q_stem_ordered_has_needl_salt_shape,q_stem_ordered_has_salt_shape_shape,q_stem_ordered_has_shape_shape_skinni,q_stem_ordered_has_shape_skinni_squar,q_stem_ordered_has_skinni_squar_xs
0.6153846153846154,0.5,0.35714285714285715,0.5455,0.5,0.35714285714285715,0.5455,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.46153846153846156,0.4375,0.1875,0.3273,0.4375,0.1875,0.3273,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.7058823529411765,0.4117647058823529,0.5833,0.7058823529411765,0.4117647058823529,0.5833,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.29411764705882354,0.0,0.0,0.29411764705882354,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.3076923076923077,0.23076923076923078,0.433,0.3076923076923077,0.23076923076923078,0.433,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07692307692307693,0.25,0.25,0.5,0.25,0.25,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.15384615384615385,0.07692307692307693,0.2041,0.15384615384615385,0.07692307692307693,0.2041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6153846153846154,0.6,0.4,0.5774,0.6,0.4,0.5774,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46153846153846156,0.42857142857142855,0.2857142857142857,0.4714,0.42857142857142855,0.2857142857142857,0.4714,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.6923076923076924,0.7857142857142857,0.6428571428571429,0.7833,0.7857142857142857,0.6428571428571429,0.7833,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3076923076923077,0.5,0.5,0.7071,0.5,0.5,0.7071,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3846153846153847,0.5,0.5,0.7071,0.5,0.5,0.7071,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3846153846153847,0.4666666666666667,0.26666666666666666,0.4364,0.4666666666666667,0.26666666666666666,0.4364,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.25,0.25,0.5,0.25,0.25,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3846153846153847,0.38461538461538464,0.3076923076923077,0.5164,0.38461538461538464,0.3076923076923077,0.5164,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5384615384615384,0.5333333333333333,0.3333333333333333,0.5103,0.5333333333333333,0.3333333333333333,0.5103,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5384615384615384,0.5714285714285714,0.42857142857142855,0.6124,0.5714285714285714,0.42857142857142855,0.6124,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.375,0.125,0.2357,0.375,0.125,0.2357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6153846153846154,0.6923076923076923,0.6153846153846154,0.7698,0.6923076923076923,0.6153846153846154,0.7698,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.35714285714285715,0.21428571428571427,0.3873,0.35714285714285715,0.21428571428571427,0.3873,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.7692307692307693,0.5789473684210527,0.21052631578947367,0.3482,0.5789473684210527,0.21052631578947367,0.3482,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8461538461538461,0.5882352941176471,0.29411764705882354,0.4564,0.5882352941176471,0.29411764705882354,0.4564,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46153846153846156,0.5384615384615384,0.46153846153846156,0.6547,0.5384615384615384,0.46153846153846156,0.6547,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
