wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_bubbl,q_stemmed_has_mean,q_stemmed_has_ga,q_stemmed_has_form,q_stemmed_has_new,q_stemmed_has_materi,q_stemmed_has_indic,q_stemmed_has_reaction,q_stemmed_has_bubbl_mean,q_stemmed_has_mean_ga,q_stemmed_has_ga_form,q_stemmed_has_form_ga,q_stemmed_has_ga_new,q_stemmed_has_new_materi,q_stemmed_has_materi_new,q_stemmed_has_materi_indic,q_stemmed_has_indic_reaction,q_stemmed_has_bubbl_mean_ga,q_stemmed_has_mean_ga_form,q_stemmed_has_ga_form_ga,q_stemmed_has_form_ga_new,q_stemmed_has_ga_new_materi,q_stemmed_has_new_materi_new,q_stemmed_has_materi_new_materi,q_stemmed_has_new_materi_indic,q_stemmed_has_materi_indic_reaction,q_stem_ordered_has_bubbl,q_stem_ordered_has_form,q_stem_ordered_has_ga,q_stem_ordered_has_indic,q_stem_ordered_has_materi,q_stem_ordered_has_mean,q_stem_ordered_has_new,q_stem_ordered_has_reaction,q_stem_ordered_has_bubbl_form,q_stem_ordered_has_form_ga,q_stem_ordered_has_ga_ga,q_stem_ordered_has_ga_indic,q_stem_ordered_has_indic_materi,q_stem_ordered_has_materi_materi,q_stem_ordered_has_materi_mean,q_stem_ordered_has_mean_new,q_stem_ordered_has_new_new,q_stem_ordered_has_new_reaction,q_stem_ordered_has_bubbl_form_ga,q_stem_ordered_has_form_ga_ga,q_stem_ordered_has_ga_ga_indic,q_stem_ordered_has_ga_indic_materi,q_stem_ordered_has_indic_materi_materi,q_stem_ordered_has_materi_materi_mean,q_stem_ordered_has_materi_mean_new,q_stem_ordered_has_mean_new_new,q_stem_ordered_has_new_new_reaction
0.30000000000000004,0.4,0.2,0.3536,0.4,0.2,0.3536,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.2222222222222222,0.1111111111111111,0.25,0.2222222222222222,0.1111111111111111,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7000000000000001,0.5714285714285714,0.14285714285714285,0.25,0.5714285714285714,0.14285714285714285,0.25,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,0.36363636363636365,0.09090909090909091,0.1768,0.36363636363636365,0.09090909090909091,0.1768,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5000000000000001,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,0.36363636363636365,0.09090909090909091,0.1768,0.36363636363636365,0.09090909090909091,0.1768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.3,0.1,0.2041,0.3,0.1,0.2041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.3,0.1,0.2041,0.3,0.1,0.2041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.3,0.1,0.2041,0.3,0.1,0.2041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.45454545454545453,0.18181818181818182,0.3162,0.45454545454545453,0.18181818181818182,0.3162,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.25,0.25,0.5,0.25,0.25,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.5,0.16666666666666666,0.2887,0.5,0.16666666666666666,0.2887,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,0.3333333333333333,0.2222222222222222,0.4082,0.3333333333333333,0.2222222222222222,0.4082,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5000000000000001,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
