wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_black,q_stemmed_has_area,q_stemmed_has_2,q_stemmed_has_collector,q_stemmed_has_size,q_stemmed_has_heat,q_stemmed_has_absorb,q_stemmed_has_temperatur,q_stemmed_has_chang,q_stemmed_has_black_area,q_stemmed_has_area_2,q_stemmed_has_2_collector,q_stemmed_has_collector_collector,q_stemmed_has_collector_size,q_stemmed_has_size_heat,q_stemmed_has_heat_absorb,q_stemmed_has_absorb_temperatur,q_stemmed_has_temperatur_chang,q_stemmed_has_black_area_2,q_stemmed_has_area_2_collector,q_stemmed_has_2_collector_collector,q_stemmed_has_collector_collector_size,q_stemmed_has_collector_size_heat,q_stemmed_has_size_heat_absorb,q_stemmed_has_heat_absorb_temperatur,q_stemmed_has_absorb_temperatur_chang,q_stem_ordered_has_2,q_stem_ordered_has_absorb,q_stem_ordered_has_area,q_stem_ordered_has_black,q_stem_ordered_has_chang,q_stem_ordered_has_collector,q_stem_ordered_has_heat,q_stem_ordered_has_size,q_stem_ordered_has_temperatur,q_stem_ordered_has_2_absorb,q_stem_ordered_has_absorb_area,q_stem_ordered_has_area_black,q_stem_ordered_has_black_chang,q_stem_ordered_has_chang_collector,q_stem_ordered_has_collector_collector,q_stem_ordered_has_collector_heat,q_stem_ordered_has_heat_size,q_stem_ordered_has_size_temperatur,q_stem_ordered_has_2_absorb_area,q_stem_ordered_has_absorb_area_black,q_stem_ordered_has_area_black_chang,q_stem_ordered_has_black_chang_collector,q_stem_ordered_has_chang_collector_collector,q_stem_ordered_has_collector_collector_heat,q_stem_ordered_has_collector_heat_size,q_stem_ordered_has_heat_size_temperatur
0.7777777777777777,0.4375,0.0,0.0,0.4375,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7777777777777777,0.4,0.0,0.0,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.35714285714285715,0.0,0.0,0.35714285714285715,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2,0.1,0.2357,0.2,0.1,0.2357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.3333333333333333,0.08333333333333333,0.1667,0.3333333333333333,0.08333333333333333,0.1667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.3333333333333333,0.08333333333333333,0.1667,0.3333333333333333,0.08333333333333333,0.1667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.38461538461538464,0.07692307692307693,0.1491,0.38461538461538464,0.07692307692307693,0.1491,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666665,0.5,0.14285714285714285,0.252,0.5,0.14285714285714285,0.252,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.38461538461538464,0.07692307692307693,0.1491,0.38461538461538464,0.07692307692307693,0.1491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2,0.1,0.2357,0.2,0.1,0.2357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.46153846153846156,0.15384615384615385,0.2722,0.46153846153846156,0.15384615384615385,0.2722,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.38461538461538464,0.07692307692307693,0.1491,0.38461538461538464,0.07692307692307693,0.1491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.35714285714285715,0.0,0.0,0.35714285714285715,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.35714285714285715,0.0,0.0,0.35714285714285715,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.2727272727272727,0.09090909090909091,0.1925,0.2727272727272727,0.09090909090909091,0.1925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666665,0.5,0.25,0.4082,0.5,0.25,0.4082,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.4166666666666667,0.16666666666666666,0.2981,0.4166666666666667,0.16666666666666666,0.2981,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2,0.1,0.2357,0.2,0.1,0.2357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.42857142857142855,0.07142857142857142,0.1361,0.42857142857142855,0.07142857142857142,0.1361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
