wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_block,q_stemmed_has_truck,q_stemmed_has_carri,q_stemmed_has_distanc,q_stemmed_has_travel,q_stemmed_has_10,q_stemmed_has_second,q_stemmed_has_block_truck,q_stemmed_has_truck_carri,q_stemmed_has_carri_distanc,q_stemmed_has_distanc_truck,q_stemmed_has_truck_travel,q_stemmed_has_travel_10,q_stemmed_has_10_second,q_stemmed_has_block_truck_carri,q_stemmed_has_truck_carri_distanc,q_stemmed_has_carri_distanc_truck,q_stemmed_has_distanc_truck_travel,q_stemmed_has_truck_travel_10,q_stemmed_has_travel_10_second,q_stem_ordered_has_10,q_stem_ordered_has_block,q_stem_ordered_has_carri,q_stem_ordered_has_distanc,q_stem_ordered_has_second,q_stem_ordered_has_travel,q_stem_ordered_has_truck,q_stem_ordered_has_10_block,q_stem_ordered_has_block_carri,q_stem_ordered_has_carri_distanc,q_stem_ordered_has_distanc_second,q_stem_ordered_has_second_travel,q_stem_ordered_has_travel_truck,q_stem_ordered_has_truck_truck,q_stem_ordered_has_10_block_carri,q_stem_ordered_has_block_carri_distanc,q_stem_ordered_has_carri_distanc_second,q_stem_ordered_has_distanc_second_travel,q_stem_ordered_has_second_travel_truck,q_stem_ordered_has_travel_truck_truck
0.1818181818181818,0.3333333333333333,0.1111111111111111,0.2182,0.3333333333333333,0.1111111111111111,0.2182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454545,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4,0.1,0.189,0.4,0.1,0.189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.375,0.25,0.4364,0.375,0.25,0.4364,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4444444444444444,0.2222222222222222,0.378,0.4444444444444444,0.2222222222222222,0.378,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4545454545454545,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4,0.1,0.189,0.4,0.1,0.189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,0.5833333333333334,0.16666666666666666,0.2857,0.5833333333333334,0.16666666666666666,0.2857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.4,0.1,0.189,0.4,0.1,0.189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909091,0.25,0.125,0.2673,0.25,0.125,0.2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545454,0.5384615384615384,0.07692307692307693,0.1429,0.5384615384615384,0.07692307692307693,0.1429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.14285714285714285,0.14285714285714285,0.378,0.14285714285714285,0.14285714285714285,0.378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.375,0.25,0.4364,0.375,0.25,0.4364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1818181818181818,0.3333333333333333,0.1111111111111111,0.2182,0.3333333333333333,0.1111111111111111,0.2182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
