wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_water,q_stemmed_has_juli,q_stemmed_has_heater,q_stemmed_has_got,q_stemmed_has_hotter,q_stemmed_has_faster,q_stemmed_has_greater,q_stemmed_has_temperatur,q_stemmed_has_chang,q_stemmed_has_20,q_stemmed_has_minut,q_stemmed_has_collector,q_stemmed_has_surfac,q_stemmed_has_area,q_stemmed_has_b,q_stemmed_has_water_juli,q_stemmed_has_juli_heater,q_stemmed_has_heater_got,q_stemmed_has_got_hotter,q_stemmed_has_hotter_faster,q_stemmed_has_faster_greater,q_stemmed_has_greater_temperatur,q_stemmed_has_temperatur_chang,q_stemmed_has_chang_20,q_stemmed_has_20_minut,q_stemmed_has_minut_collector,q_stemmed_has_collector_heater,q_stemmed_has_heater_greater,q_stemmed_has_greater_surfac,q_stemmed_has_surfac_area,q_stemmed_has_area_water,q_stemmed_has_water_hotter,q_stemmed_has_faster_water,q_stemmed_has_water_b,q_stemmed_has_water_juli_heater,q_stemmed_has_juli_heater_got,q_stemmed_has_heater_got_hotter,q_stemmed_has_got_hotter_faster,q_stemmed_has_hotter_faster_greater,q_stemmed_has_faster_greater_temperatur,q_stemmed_has_greater_temperatur_chang,q_stemmed_has_temperatur_chang_20,q_stemmed_has_chang_20_minut,q_stemmed_has_20_minut_collector,q_stemmed_has_minut_collector_heater,q_stemmed_has_collector_heater_greater,q_stemmed_has_heater_greater_surfac,q_stemmed_has_greater_surfac_area,q_stemmed_has_surfac_area_water,q_stemmed_has_area_water_hotter,q_stemmed_has_water_hotter_faster,q_stemmed_has_hotter_faster_water,q_stemmed_has_faster_water_b,q_stem_ordered_has_20,q_stem_ordered_has_area,q_stem_ordered_has_b,q_stem_ordered_has_chang,q_stem_ordered_has_collector,q_stem_ordered_has_faster,q_stem_ordered_has_got,q_stem_ordered_has_greater,q_stem_ordered_has_heater,q_stem_ordered_has_hotter,q_stem_ordered_has_juli,q_stem_ordered_has_minut,q_stem_ordered_has_surfac,q_stem_ordered_has_temperatur,q_stem_ordered_has_water,q_stem_ordered_has_20_area,q_stem_ordered_has_area_b,q_stem_ordered_has_b_chang,q_stem_ordered_has_chang_collector,q_stem_ordered_has_collector_faster,q_stem_ordered_has_faster_faster,q_stem_ordered_has_faster_got,q_stem_ordered_has_got_greater,q_stem_ordered_has_greater_greater,q_stem_ordered_has_greater_heater,q_stem_ordered_has_heater_heater,q_stem_ordered_has_heater_hotter,q_stem_ordered_has_hotter_hotter,q_stem_ordered_has_hotter_juli,q_stem_ordered_has_juli_minut,q_stem_ordered_has_minut_surfac,q_stem_ordered_has_surfac_temperatur,q_stem_ordered_has_temperatur_water,q_stem_ordered_has_water_water,q_stem_ordered_has_20_area_b,q_stem_ordered_has_area_b_chang,q_stem_ordered_has_b_chang_collector,q_stem_ordered_has_chang_collector_faster,q_stem_ordered_has_collector_faster_faster,q_stem_ordered_has_faster_faster_got,q_stem_ordered_has_faster_got_greater,q_stem_ordered_has_got_greater_greater,q_stem_ordered_has_greater_greater_heater,q_stem_ordered_has_greater_heater_heater,q_stem_ordered_has_heater_heater_hotter,q_stem_ordered_has_heater_hotter_hotter,q_stem_ordered_has_hotter_hotter_juli,q_stem_ordered_has_hotter_juli_minut,q_stem_ordered_has_juli_minut_surfac,q_stem_ordered_has_minut_surfac_temperatur,q_stem_ordered_has_surfac_temperatur_water,q_stem_ordered_has_temperatur_water_water,q_stem_ordered_has_water_water_water
0.21052631578947367,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10526315789473684,0.1875,0.125,0.2981,0.1875,0.125,0.2981,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3684210526315789,0.35,0.1,0.1952,0.35,0.1,0.1952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15789473684210525,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15789473684210525,0.2777777777777778,0.1111111111111111,0.2309,0.2777777777777778,0.1111111111111111,0.2309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5789473684210525,0.44,0.04,0.0778,0.44,0.04,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4736842105263158,0.45454545454545453,0.13636363636363635,0.2449,0.45454545454545453,0.13636363636363635,0.2449,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5263157894736842,0.4090909090909091,0.09090909090909091,0.1721,0.4090909090909091,0.09090909090909091,0.1721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5789473684210525,0.4583333333333333,0.08333333333333333,0.1557,0.4583333333333333,0.08333333333333333,0.1557,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21052631578947367,0.2222222222222222,0.05555555555555555,0.1291,0.2222222222222222,0.05555555555555555,0.1291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3157894736842105,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7894736842105262,0.5925925925925926,0.14814814814814814,0.2582,0.5925925925925926,0.14814814814814814,0.2582,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21052631578947367,0.3157894736842105,0.10526315789473684,0.2108,0.3157894736842105,0.10526315789473684,0.2108,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3157894736842105,0.3181818181818182,0.0,0.0,0.3181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10526315789473684,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3684210526315789,0.3684210526315789,0.15789473684210525,0.2928,0.3684210526315789,0.15789473684210525,0.2928,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3157894736842105,0.36363636363636365,0.045454545454545456,0.0913,0.36363636363636365,0.045454545454545456,0.0913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3684210526315789,0.42857142857142855,0.14285714285714285,0.2582,0.42857142857142855,0.14285714285714285,0.2582,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4736842105263158,0.4090909090909091,0.09090909090909091,0.1721,0.4090909090909091,0.09090909090909091,0.1721,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10526315789473684,0.2222222222222222,0.05555555555555555,0.1291,0.2222222222222222,0.05555555555555555,0.1291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2631578947368421,0.35,0.1,0.1952,0.35,0.1,0.1952,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05263157894736842,0.17647058823529413,0.058823529411764705,0.1491,0.17647058823529413,0.058823529411764705,0.1491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.631578947368421,0.5217391304347826,0.17391304347826086,0.2981,0.5217391304347826,0.17391304347826086,0.2981,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5263157894736842,0.4,0.15,0.2739,0.4,0.15,0.2739,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2631578947368421,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21052631578947367,0.2631578947368421,0.05263157894736842,0.1155,0.2631578947368421,0.05263157894736842,0.1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
