wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_morn,q_stemmed_has_sun,q_stemmed_has_east,q_stemmed_has_shadow,q_stemmed_has_point,q_stemmed_has_west,q_stemmed_has_afternoon,q_stemmed_has_morn_sun,q_stemmed_has_sun_east,q_stemmed_has_east_shadow,q_stemmed_has_shadow_point,q_stemmed_has_point_west,q_stemmed_has_west_afternoon,q_stemmed_has_afternoon_sun,q_stemmed_has_sun_west,q_stemmed_has_west_shadow,q_stemmed_has_point_east,q_stemmed_has_morn_sun_east,q_stemmed_has_sun_east_shadow,q_stemmed_has_east_shadow_point,q_stemmed_has_shadow_point_west,q_stemmed_has_point_west_afternoon,q_stemmed_has_west_afternoon_sun,q_stemmed_has_afternoon_sun_west,q_stemmed_has_sun_west_shadow,q_stemmed_has_west_shadow_point,q_stemmed_has_shadow_point_east,q_stem_ordered_has_afternoon,q_stem_ordered_has_east,q_stem_ordered_has_morn,q_stem_ordered_has_point,q_stem_ordered_has_shadow,q_stem_ordered_has_sun,q_stem_ordered_has_west,q_stem_ordered_has_afternoon_east,q_stem_ordered_has_east_east,q_stem_ordered_has_east_morn,q_stem_ordered_has_morn_point,q_stem_ordered_has_point_point,q_stem_ordered_has_point_shadow,q_stem_ordered_has_shadow_shadow,q_stem_ordered_has_shadow_sun,q_stem_ordered_has_sun_sun,q_stem_ordered_has_sun_west,q_stem_ordered_has_west_west,q_stem_ordered_has_afternoon_east_east,q_stem_ordered_has_east_east_morn,q_stem_ordered_has_east_morn_point,q_stem_ordered_has_morn_point_point,q_stem_ordered_has_point_point_shadow,q_stem_ordered_has_point_shadow_shadow,q_stem_ordered_has_shadow_shadow_sun,q_stem_ordered_has_shadow_sun_sun,q_stem_ordered_has_sun_sun_west,q_stem_ordered_has_sun_west_west
0.17647058823529413,0.45454545454545453,0.09090909090909091,0.169,0.45454545454545453,0.09090909090909091,0.169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2941176470588235,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47058823529411764,0.6153846153846154,0.15384615384615385,0.2673,0.6153846153846154,0.15384615384615385,0.2673,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47058823529411764,0.5714285714285714,0.07142857142857142,0.1336,0.5714285714285714,0.07142857142857142,0.1336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.8571428571428571,0.35714285714285715,0.5455,0.8571428571428571,0.35714285714285715,0.5455,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.5,0.2,0.3381,0.5,0.2,0.3381,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6470588235294117,0.75,0.1875,0.3273,0.75,0.1875,0.3273,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.7692307692307693,0.3076923076923077,0.4781,0.7692307692307693,0.3076923076923077,0.4781,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0.47058823529411764,0.6923076923076923,0.23076923076923078,0.378,0.6923076923076923,0.23076923076923078,0.378,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.4117647058823529,0.6153846153846154,0.15384615384615385,0.2673,0.6153846153846154,0.15384615384615385,0.2673,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.588235294117647,0.8,0.5,0.6682,0.8,0.5,0.6682,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
0.9411764705882353,0.7222222222222222,0.1111111111111111,0.2097,0.7222222222222222,0.1111111111111111,0.2097,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.05882352941176469,0.3,0.0,0.0,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.6666666666666666,0.13333333333333333,0.239,0.6666666666666666,0.13333333333333333,0.239,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3529411764705882,0.5714285714285714,0.07142857142857142,0.1336,0.5714285714285714,0.07142857142857142,0.1336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2941176470588235,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4117647058823529,0.5714285714285714,0.07142857142857142,0.1336,0.5714285714285714,0.07142857142857142,0.1336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.588235294117647,0.9166666666666666,0.5,0.6838,0.9166666666666666,0.5,0.6838,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.588235294117647,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
