wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_circuit,q_stemmed_has_parallel,q_stemmed_has_bulb,q_stemmed_has_pathway,q_stemmed_has_dcell,q_stemmed_has_batteri,q_stemmed_has_burn,q_stemmed_has_continu,q_stemmed_has_shine,q_stemmed_has_circuit_parallel,q_stemmed_has_parallel_bulb,q_stemmed_has_bulb_pathway,q_stemmed_has_pathway_dcell,q_stemmed_has_dcell_batteri,q_stemmed_has_batteri_bulb,q_stemmed_has_bulb_burn,q_stemmed_has_burn_continu,q_stemmed_has_continu_shine,q_stemmed_has_circuit_parallel_bulb,q_stemmed_has_parallel_bulb_pathway,q_stemmed_has_bulb_pathway_dcell,q_stemmed_has_pathway_dcell_batteri,q_stemmed_has_dcell_batteri_bulb,q_stemmed_has_batteri_bulb_burn,q_stemmed_has_bulb_burn_continu,q_stemmed_has_burn_continu_shine,q_stem_ordered_has_batteri,q_stem_ordered_has_bulb,q_stem_ordered_has_burn,q_stem_ordered_has_circuit,q_stem_ordered_has_continu,q_stem_ordered_has_dcell,q_stem_ordered_has_parallel,q_stem_ordered_has_pathway,q_stem_ordered_has_shine,q_stem_ordered_has_batteri_bulb,q_stem_ordered_has_bulb_bulb,q_stem_ordered_has_bulb_burn,q_stem_ordered_has_burn_circuit,q_stem_ordered_has_circuit_continu,q_stem_ordered_has_continu_dcell,q_stem_ordered_has_dcell_parallel,q_stem_ordered_has_parallel_pathway,q_stem_ordered_has_pathway_shine,q_stem_ordered_has_batteri_bulb_bulb,q_stem_ordered_has_bulb_bulb_burn,q_stem_ordered_has_bulb_burn_circuit,q_stem_ordered_has_burn_circuit_continu,q_stem_ordered_has_circuit_continu_dcell,q_stem_ordered_has_continu_dcell_parallel,q_stem_ordered_has_dcell_parallel_pathway,q_stem_ordered_has_parallel_pathway_shine
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.42857142857142855,0.07142857142857142,0.1361,0.42857142857142855,0.07142857142857142,0.1361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2,0.1,0.2357,0.2,0.1,0.2357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7777777777777777,0.5,0.25,0.4082,0.5,0.25,0.4082,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2222222222222222,0.3,0.2,0.3849,0.3,0.2,0.3849,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.4,0.3,0.5,0.4,0.3,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8888888888888888,0.5,0.14285714285714285,0.252,0.5,0.14285714285714285,0.252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.4,0.3,0.5,0.4,0.3,0.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.3333333333333333,0.08333333333333333,0.1667,0.3333333333333333,0.08333333333333333,0.1667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.6,0.2,0.3333,0.6,0.2,0.3333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2,0.1,0.2357,0.2,0.1,0.2357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666665,0.5833333333333334,0.3333333333333333,0.504,0.5833333333333334,0.3333333333333333,0.504,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.3,0.2,0.3849,0.3,0.2,0.3849,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.36363636363636365,0.18181818181818182,0.3333,0.36363636363636365,0.18181818181818182,0.3333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4714,0.2222222222222222,0.2222222222222222,0.4714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
