wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_diva,q_stemmed_has_need,q_stemmed_has_know,q_stemmed_has_ga,q_stemmed_has_pure,q_stemmed_has_sugar,q_stemmed_has_produc,q_stemmed_has_order,q_stemmed_has_decid,q_stemmed_has_cooki,q_stemmed_has_control,q_stemmed_has_experi,q_stemmed_has_diva_need,q_stemmed_has_need_know,q_stemmed_has_know_ga,q_stemmed_has_ga_pure,q_stemmed_has_pure_sugar,q_stemmed_has_sugar_produc,q_stemmed_has_produc_order,q_stemmed_has_order_decid,q_stemmed_has_decid_cooki,q_stemmed_has_cooki_pure,q_stemmed_has_sugar_diva,q_stemmed_has_need_control,q_stemmed_has_control_experi,q_stemmed_has_diva_need_know,q_stemmed_has_need_know_ga,q_stemmed_has_know_ga_pure,q_stemmed_has_ga_pure_sugar,q_stemmed_has_pure_sugar_produc,q_stemmed_has_sugar_produc_order,q_stemmed_has_produc_order_decid,q_stemmed_has_order_decid_cooki,q_stemmed_has_decid_cooki_pure,q_stemmed_has_cooki_pure_sugar,q_stemmed_has_pure_sugar_diva,q_stemmed_has_sugar_diva_need,q_stemmed_has_diva_need_control,q_stemmed_has_need_control_experi,q_stem_ordered_has_control,q_stem_ordered_has_cooki,q_stem_ordered_has_decid,q_stem_ordered_has_diva,q_stem_ordered_has_experi,q_stem_ordered_has_ga,q_stem_ordered_has_know,q_stem_ordered_has_need,q_stem_ordered_has_order,q_stem_ordered_has_produc,q_stem_ordered_has_pure,q_stem_ordered_has_sugar,q_stem_ordered_has_control_cooki,q_stem_ordered_has_cooki_decid,q_stem_ordered_has_decid_diva,q_stem_ordered_has_diva_diva,q_stem_ordered_has_diva_experi,q_stem_ordered_has_experi_ga,q_stem_ordered_has_ga_know,q_stem_ordered_has_know_need,q_stem_ordered_has_need_need,q_stem_ordered_has_need_order,q_stem_ordered_has_order_produc,q_stem_ordered_has_produc_pure,q_stem_ordered_has_pure_pure,q_stem_ordered_has_pure_sugar,q_stem_ordered_has_sugar_sugar,q_stem_ordered_has_control_cooki_decid,q_stem_ordered_has_cooki_decid_diva,q_stem_ordered_has_decid_diva_diva,q_stem_ordered_has_diva_diva_experi,q_stem_ordered_has_diva_experi_ga,q_stem_ordered_has_experi_ga_know,q_stem_ordered_has_ga_know_need,q_stem_ordered_has_know_need_need,q_stem_ordered_has_need_need_order,q_stem_ordered_has_need_order_produc,q_stem_ordered_has_order_produc_pure,q_stem_ordered_has_produc_pure_pure,q_stem_ordered_has_pure_pure_sugar,q_stem_ordered_has_pure_sugar_sugar
0.8,0.6,0.4,0.5774,0.6,0.4,0.5774,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.06666666666666667,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.625,0.375,0.5477,0.625,0.375,0.5477,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.375,0.125,0.2357,0.375,0.125,0.2357,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.26666666666666666,0.06666666666666667,0.1443,0.26666666666666666,0.06666666666666667,0.1443,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0.5,0.25,0.4082,0.5,0.25,0.4082,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,0.08333333333333333,0.08333333333333333,0.2887,0.08333333333333333,0.08333333333333333,0.2887,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.3333333333333333,0.13333333333333333,0.2582,0.3333333333333333,0.13333333333333333,0.2582,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.38461538461538464,0.3076923076923077,0.5164,0.38461538461538464,0.3076923076923077,0.5164,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0.4666666666666667,0.26666666666666666,0.4364,0.4666666666666667,0.26666666666666666,0.4364,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.35714285714285715,0.21428571428571427,0.3873,0.35714285714285715,0.21428571428571427,0.3873,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.35714285714285715,0.21428571428571427,0.3873,0.35714285714285715,0.21428571428571427,0.3873,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13333333333333336,0.15384615384615385,0.07692307692307693,0.2041,0.15384615384615385,0.07692307692307693,0.2041,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.5625,0.3125,0.4811,0.5625,0.3125,0.4811,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.35714285714285715,0.21428571428571427,0.3873,0.35714285714285715,0.21428571428571427,0.3873,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666667,0.4375,0.1875,0.3273,0.4375,0.1875,0.3273,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.5333333333333333,0.3333333333333333,0.5103,0.5333333333333333,0.3333333333333333,0.5103,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.06666666666666667,0.08333333333333333,0.08333333333333333,0.2887,0.08333333333333333,0.08333333333333333,0.2887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13333333333333336,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
