wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_earth,q_stemmed_has_materi,q_stemmed_has_erod,q_stemmed_has_carri,q_stemmed_has_flow,q_stemmed_has_water,q_stemmed_has_river,q_stemmed_has_form,q_stemmed_has_delta,q_stemmed_has_drop,q_stemmed_has_deposit,q_stemmed_has_stop,q_stemmed_has_mouth,q_stemmed_has_earth_materi,q_stemmed_has_materi_erod,q_stemmed_has_erod_carri,q_stemmed_has_carri_flow,q_stemmed_has_flow_water,q_stemmed_has_water_river,q_stemmed_has_river_earth,q_stemmed_has_materi_form,q_stemmed_has_form_delta,q_stemmed_has_delta_materi,q_stemmed_has_materi_drop,q_stemmed_has_drop_deposit,q_stemmed_has_deposit_water,q_stemmed_has_water_stop,q_stemmed_has_stop_flow,q_stemmed_has_flow_mouth,q_stemmed_has_mouth_river,q_stemmed_has_earth_materi_erod,q_stemmed_has_materi_erod_carri,q_stemmed_has_erod_carri_flow,q_stemmed_has_carri_flow_water,q_stemmed_has_flow_water_river,q_stemmed_has_water_river_earth,q_stemmed_has_river_earth_materi,q_stemmed_has_earth_materi_form,q_stemmed_has_materi_form_delta,q_stemmed_has_form_delta_materi,q_stemmed_has_delta_materi_drop,q_stemmed_has_materi_drop_deposit,q_stemmed_has_drop_deposit_water,q_stemmed_has_deposit_water_stop,q_stemmed_has_water_stop_flow,q_stemmed_has_stop_flow_mouth,q_stemmed_has_flow_mouth_river,q_stem_ordered_has_carri,q_stem_ordered_has_delta,q_stem_ordered_has_deposit,q_stem_ordered_has_drop,q_stem_ordered_has_earth,q_stem_ordered_has_erod,q_stem_ordered_has_flow,q_stem_ordered_has_form,q_stem_ordered_has_materi,q_stem_ordered_has_mouth,q_stem_ordered_has_river,q_stem_ordered_has_stop,q_stem_ordered_has_water,q_stem_ordered_has_carri_delta,q_stem_ordered_has_delta_deposit,q_stem_ordered_has_deposit_drop,q_stem_ordered_has_drop_earth,q_stem_ordered_has_earth_earth,q_stem_ordered_has_earth_erod,q_stem_ordered_has_erod_flow,q_stem_ordered_has_flow_flow,q_stem_ordered_has_flow_form,q_stem_ordered_has_form_materi,q_stem_ordered_has_materi_materi,q_stem_ordered_has_materi_mouth,q_stem_ordered_has_mouth_river,q_stem_ordered_has_river_river,q_stem_ordered_has_river_stop,q_stem_ordered_has_stop_water,q_stem_ordered_has_water_water,q_stem_ordered_has_carri_delta_deposit,q_stem_ordered_has_delta_deposit_drop,q_stem_ordered_has_deposit_drop_earth,q_stem_ordered_has_drop_earth_earth,q_stem_ordered_has_earth_earth_erod,q_stem_ordered_has_earth_erod_flow,q_stem_ordered_has_erod_flow_flow,q_stem_ordered_has_flow_flow_form,q_stem_ordered_has_flow_form_materi,q_stem_ordered_has_form_materi_materi,q_stem_ordered_has_materi_materi_materi,q_stem_ordered_has_materi_materi_mouth,q_stem_ordered_has_materi_mouth_river,q_stem_ordered_has_mouth_river_river,q_stem_ordered_has_river_river_stop,q_stem_ordered_has_river_stop_water,q_stem_ordered_has_stop_water_water
0.05882352941176469,0.23076923076923078,0.23076923076923078,0.4804,0.23076923076923078,0.23076923076923078,0.4804,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11764705882352941,0.3076923076923077,0.3076923076923077,0.5547,0.3076923076923077,0.3076923076923077,0.5547,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2352941176470588,0.35294117647058826,0.11764705882352941,0.2265,0.35294117647058826,0.11764705882352941,0.2265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.29411764705882354,0.058823529411764705,0.124,0.29411764705882354,0.058823529411764705,0.124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647058823529413,0.35714285714285715,0.2857142857142857,0.4961,0.35714285714285715,0.2857142857142857,0.4961,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.14285714285714285,0.07142857142857142,0.1961,0.14285714285714285,0.07142857142857142,0.1961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3529411764705882,0.4444444444444444,0.16666666666666666,0.2942,0.4444444444444444,0.16666666666666666,0.2942,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11764705882352941,0.2857142857142857,0.21428571428571427,0.416,0.2857142857142857,0.21428571428571427,0.416,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3529411764705882,0.5,0.42857142857142855,0.629,0.5,0.42857142857142855,0.629,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.5625,0.375,0.5547,0.5625,0.375,0.5547,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6470588235294117,0.47368421052631576,0.15789473684210525,0.2774,0.47368421052631576,0.15789473684210525,0.2774,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7647058823529411,0.6666666666666666,0.3888888888888889,0.5604,0.6666666666666666,0.3888888888888889,0.5604,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5294117647058824,0.5625,0.375,0.5547,0.5625,0.375,0.5547,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2941176470588235,0.4117647058823529,0.17647058823529413,0.3145,0.4117647058823529,0.17647058823529413,0.3145,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4117647058823529,0.5294117647058824,0.29411764705882354,0.4623,0.5294117647058824,0.29411764705882354,0.4623,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47058823529411764,0.47058823529411764,0.23529411764705882,0.3922,0.47058823529411764,0.23529411764705882,0.3922,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2352941176470588,0.4,0.26666666666666666,0.4529,0.4,0.26666666666666666,0.4529,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11764705882352941,0.2857142857142857,0.21428571428571427,0.416,0.2857142857142857,0.21428571428571427,0.416,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
