wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_string,q_stemmed_has_shorter,q_stemmed_has_pitch,q_stemmed_has_higher,q_stemmed_has_longer,q_stemmed_has_lower,q_stemmed_has_string_shorter,q_stemmed_has_shorter_pitch,q_stemmed_has_pitch_higher,q_stemmed_has_higher_string,q_stemmed_has_string_longer,q_stemmed_has_longer_pitch,q_stemmed_has_pitch_lower,q_stemmed_has_string_shorter_pitch,q_stemmed_has_shorter_pitch_higher,q_stemmed_has_pitch_higher_string,q_stemmed_has_higher_string_longer,q_stemmed_has_string_longer_pitch,q_stemmed_has_longer_pitch_lower,q_stem_ordered_has_higher,q_stem_ordered_has_longer,q_stem_ordered_has_lower,q_stem_ordered_has_pitch,q_stem_ordered_has_shorter,q_stem_ordered_has_string,q_stem_ordered_has_higher_longer,q_stem_ordered_has_longer_lower,q_stem_ordered_has_lower_pitch,q_stem_ordered_has_pitch_pitch,q_stem_ordered_has_pitch_shorter,q_stem_ordered_has_shorter_string,q_stem_ordered_has_string_string,q_stem_ordered_has_higher_longer_lower,q_stem_ordered_has_longer_lower_pitch,q_stem_ordered_has_lower_pitch_pitch,q_stem_ordered_has_pitch_pitch_shorter,q_stem_ordered_has_pitch_shorter_string,q_stem_ordered_has_shorter_string_string
0.5,0.75,0.5,0.6667,0.75,0.5,0.6667,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
0.21428571428571427,0.6666666666666666,0.6666666666666666,0.8165,0.6666666666666666,0.6666666666666666,0.8165,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0.2857142857142857,0.5,0.1,0.1826,0.5,0.1,0.1826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8571428571428571,0.8181818181818182,0.36363636363636365,0.5443,0.8181818181818182,0.36363636363636365,0.5443,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
0.3571428571428571,0.625,0.375,0.5477,0.625,0.375,0.5477,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0.5,0.8571428571428571,0.7142857142857143,0.8333,0.8571428571428571,0.7142857142857143,0.8333,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
0.3571428571428571,0.5,0.1,0.1826,0.5,0.1,0.1826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4285714285714286,0.5833333333333334,0.08333333333333333,0.1543,0.5833333333333334,0.08333333333333333,0.1543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14285714285714285,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6428571428571428,0.6428571428571429,0.07142857142857142,0.1361,0.6428571428571429,0.07142857142857142,0.1361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3571428571428571,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4285714285714286,0.5454545454545454,0.09090909090909091,0.1667,0.5454545454545454,0.09090909090909091,0.1667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3571428571428571,0.625,0.375,0.5477,0.625,0.375,0.5477,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3571428571428571,0.625,0.375,0.5477,0.625,0.375,0.5477,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0.0,0.16666666666666666,0.16666666666666666,0.4082,0.16666666666666666,0.16666666666666666,0.4082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21428571428571427,0.4,0.0,0.0,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5714285714285714,0.7777777777777778,0.4444444444444444,0.6172,0.7777777777777778,0.4444444444444444,0.6172,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
0.4285714285714286,0.5454545454545454,0.09090909090909091,0.1667,0.5454545454545454,0.09090909090909091,0.1667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
