wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_dri,q_stemmed_has_soil,q_stemmed_has_heat,q_stemmed_has_quickli,q_stemmed_has_cool,q_stemmed_has_water,q_stemmed_has_graph,q_stemmed_has_show,q_stemmed_has_b,q_stemmed_has_dri_soil,q_stemmed_has_soil_heat,q_stemmed_has_heat_quickli,q_stemmed_has_quickli_cool,q_stemmed_has_cool_quickli,q_stemmed_has_quickli_water,q_stemmed_has_water_graph,q_stemmed_has_graph_show,q_stemmed_has_show_heat,q_stemmed_has_heat_cool,q_stemmed_has_quickli_b,q_stemmed_has_b_dri,q_stemmed_has_dri_soil_heat,q_stemmed_has_soil_heat_quickli,q_stemmed_has_heat_quickli_cool,q_stemmed_has_quickli_cool_quickli,q_stemmed_has_cool_quickli_water,q_stemmed_has_quickli_water_graph,q_stemmed_has_water_graph_show,q_stemmed_has_graph_show_heat,q_stemmed_has_show_heat_cool,q_stemmed_has_heat_cool_quickli,q_stemmed_has_cool_quickli_b,q_stemmed_has_quickli_b_dri,q_stemmed_has_b_dri_soil,q_stem_ordered_has_b,q_stem_ordered_has_cool,q_stem_ordered_has_dri,q_stem_ordered_has_graph,q_stem_ordered_has_heat,q_stem_ordered_has_quickli,q_stem_ordered_has_show,q_stem_ordered_has_soil,q_stem_ordered_has_water,q_stem_ordered_has_b_cool,q_stem_ordered_has_cool_cool,q_stem_ordered_has_cool_dri,q_stem_ordered_has_dri_dri,q_stem_ordered_has_dri_graph,q_stem_ordered_has_graph_heat,q_stem_ordered_has_heat_heat,q_stem_ordered_has_heat_quickli,q_stem_ordered_has_quickli_quickli,q_stem_ordered_has_quickli_show,q_stem_ordered_has_show_soil,q_stem_ordered_has_soil_soil,q_stem_ordered_has_soil_water,q_stem_ordered_has_b_cool_cool,q_stem_ordered_has_cool_cool_dri,q_stem_ordered_has_cool_dri_dri,q_stem_ordered_has_dri_dri_graph,q_stem_ordered_has_dri_graph_heat,q_stem_ordered_has_graph_heat_heat,q_stem_ordered_has_heat_heat_quickli,q_stem_ordered_has_heat_quickli_quickli,q_stem_ordered_has_quickli_quickli_quickli,q_stem_ordered_has_quickli_quickli_show,q_stem_ordered_has_quickli_show_soil,q_stem_ordered_has_show_soil_soil,q_stem_ordered_has_soil_soil_water
0.4444444444444445,0.5714285714285714,0.21428571428571427,0.3536,0.5714285714285714,0.21428571428571427,0.3536,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8333333333333333,0.6875,0.25,0.402,0.6875,0.25,0.402,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666669,0.5,0.4,0.5963,0.5,0.4,0.5963,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666669,0.3333333333333333,0.08333333333333333,0.1667,0.3333333333333333,0.08333333333333333,0.1667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666665,0.625,0.1875,0.3162,0.625,0.1875,0.3162,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05555555555555555,0.3,0.2,0.3849,0.3,0.2,0.3849,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7222222222222221,0.8235294117647058,0.35294117647058826,0.5345,0.8235294117647058,0.35294117647058826,0.5345,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.49999999999999994,0.75,0.5,0.6667,0.75,0.5,0.6667,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0.1111111111111111,0.4,0.3,0.5,0.4,0.3,0.5,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8888888888888888,0.7777777777777778,0.2777777777777778,0.4454,0.7777777777777778,0.2777777777777778,0.4454,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0.4444444444444445,0.5714285714285714,0.21428571428571427,0.3536,0.5714285714285714,0.21428571428571427,0.3536,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.7857142857142857,0.42857142857142855,0.603,0.7857142857142857,0.42857142857142855,0.603,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4444444444444445,0.6153846153846154,0.3076923076923077,0.4714,0.6153846153846154,0.3076923076923077,0.4714,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.46153846153846156,0.15384615384615385,0.2722,0.46153846153846156,0.15384615384615385,0.2722,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.5714285714285714,0.21428571428571427,0.3536,0.5714285714285714,0.21428571428571427,0.3536,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.5454545454545454,0.36363636363636365,0.5443,0.5454545454545454,0.36363636363636365,0.5443,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.2,0.1,0.2357,0.2,0.1,0.2357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5555555555555556,0.7058823529411765,0.23529411764705882,0.3849,0.7058823529411765,0.23529411764705882,0.3849,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.5714285714285714,0.21428571428571427,0.3536,0.5714285714285714,0.21428571428571427,0.3536,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49999999999999994,0.6,0.2,0.3333,0.6,0.2,0.3333,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7222222222222221,0.8125,0.375,0.5547,0.8125,0.375,0.5547,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.16666666666666669,0.45454545454545453,0.2727272727272727,0.4472,0.45454545454545453,0.2727272727272727,0.4472,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.6666666666666666,0.16666666666666666,0.2887,0.6666666666666666,0.16666666666666666,0.2887,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.5714285714285714,0.21428571428571427,0.3536,0.5714285714285714,0.21428571428571427,0.3536,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2222222222222222,0.38461538461538464,0.07692307692307693,0.1491,0.38461538461538464,0.07692307692307693,0.1491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4444444444444445,0.5833333333333334,0.3333333333333333,0.504,0.5833333333333334,0.3333333333333333,0.504,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7222222222222221,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
