wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_topaz,q_stemmed_has_hardest,q_stemmed_has_4,q_stemmed_has_miner,q_stemmed_has_tool,q_stemmed_has_scratch,q_stemmed_has_topaz_hardest,q_stemmed_has_hardest_4,q_stemmed_has_4_miner,q_stemmed_has_miner_tool,q_stemmed_has_tool_scratch,q_stemmed_has_scratch_topaz,q_stemmed_has_topaz_tool,q_stemmed_has_scratch_miner,q_stemmed_has_topaz_hardest_4,q_stemmed_has_hardest_4_miner,q_stemmed_has_4_miner_tool,q_stemmed_has_miner_tool_scratch,q_stemmed_has_tool_scratch_topaz,q_stemmed_has_scratch_topaz_tool,q_stemmed_has_topaz_tool_scratch,q_stemmed_has_tool_scratch_miner,q_stem_ordered_has_4,q_stem_ordered_has_hardest,q_stem_ordered_has_miner,q_stem_ordered_has_scratch,q_stem_ordered_has_tool,q_stem_ordered_has_topaz,q_stem_ordered_has_4_hardest,q_stem_ordered_has_hardest_miner,q_stem_ordered_has_miner_miner,q_stem_ordered_has_miner_scratch,q_stem_ordered_has_scratch_scratch,q_stem_ordered_has_scratch_tool,q_stem_ordered_has_tool_tool,q_stem_ordered_has_tool_topaz,q_stem_ordered_has_topaz_topaz,q_stem_ordered_has_4_hardest_miner,q_stem_ordered_has_hardest_miner_miner,q_stem_ordered_has_miner_miner_scratch,q_stem_ordered_has_miner_scratch_scratch,q_stem_ordered_has_scratch_scratch_tool,q_stem_ordered_has_scratch_tool_tool,q_stem_ordered_has_tool_tool_topaz,q_stem_ordered_has_tool_topaz_topaz
0.7692307692307694,0.7692307692307693,0.23076923076923078,0.3873,0.7692307692307693,0.23076923076923078,0.3873,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.38461538461538464,0.4444444444444444,0.1111111111111111,0.2041,0.4444444444444444,0.1111111111111111,0.2041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7692307692307694,0.75,0.25,0.4082,0.75,0.25,0.4082,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8461538461538463,0.7692307692307693,0.23076923076923078,0.3873,0.7692307692307693,0.23076923076923078,0.3873,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6923076923076923,0.6666666666666666,0.06666666666666667,0.1291,0.6666666666666666,0.06666666666666667,0.1291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6153846153846154,0.6923076923076923,0.15384615384615385,0.2722,0.6923076923076923,0.15384615384615385,0.2722,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.8333333333333334,0.8333333333333334,0.9129,0.8333333333333334,0.8333333333333334,0.9129,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.4444444444444444,0.1111111111111111,0.2041,0.4444444444444444,0.1111111111111111,0.2041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5384615384615385,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
0.6923076923076923,0.5454545454545454,0.09090909090909091,0.1667,0.5454545454545454,0.09090909090909091,0.1667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6923076923076923,0.6666666666666666,0.16666666666666666,0.2887,0.6666666666666666,0.16666666666666666,0.2887,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.23076923076923078,0.5,0.5,0.7071,0.5,0.5,0.7071,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7692307692307694,0.7,0.3,0.4629,0.7,0.3,0.4629,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,0.5454545454545454,0.09090909090909091,0.1667,0.5454545454545454,0.09090909090909091,0.1667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,0.4,0.0,0.0,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6923076923076923,0.6666666666666666,0.16666666666666666,0.2887,0.6666666666666666,0.16666666666666666,0.2887,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.45454545454545453,0.0,0.0,0.45454545454545453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5384615384615385,0.7,0.3,0.4629,0.7,0.3,0.4629,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.375,0.125,0.2357,0.375,0.125,0.2357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4615384615384616,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3076923076923077,0.6666666666666666,0.6666666666666666,0.8165,0.6666666666666666,0.6666666666666666,0.8165,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
0.6153846153846154,0.7777777777777778,0.4444444444444444,0.6172,0.7777777777777778,0.4444444444444444,0.6172,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
0.15384615384615385,0.5,0.5,0.7071,0.5,0.5,0.7071,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6153846153846154,0.7777777777777778,0.4444444444444444,0.6172,0.7777777777777778,0.4444444444444444,0.6172,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
0.6923076923076923,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
