wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_shorter,q_stemmed_has_string,q_stemmed_has_swing,q_stemmed_has_15,q_stemmed_has_second,q_stemmed_has_longer,q_stemmed_has_shorter_string,q_stemmed_has_string_string,q_stemmed_has_string_swing,q_stemmed_has_swing_15,q_stemmed_has_15_second,q_stemmed_has_second_longer,q_stemmed_has_longer_string,q_stemmed_has_shorter_string_string,q_stemmed_has_string_string_swing,q_stemmed_has_string_swing_15,q_stemmed_has_swing_15_second,q_stemmed_has_15_second_longer,q_stemmed_has_second_longer_string,q_stemmed_has_longer_string_string,q_stem_ordered_has_15,q_stem_ordered_has_longer,q_stem_ordered_has_second,q_stem_ordered_has_shorter,q_stem_ordered_has_string,q_stem_ordered_has_swing,q_stem_ordered_has_15_15,q_stem_ordered_has_15_longer,q_stem_ordered_has_longer_second,q_stem_ordered_has_second_second,q_stem_ordered_has_second_shorter,q_stem_ordered_has_shorter_string,q_stem_ordered_has_string_string,q_stem_ordered_has_string_swing,q_stem_ordered_has_swing_swing,q_stem_ordered_has_15_15_longer,q_stem_ordered_has_15_longer_second,q_stem_ordered_has_longer_second_second,q_stem_ordered_has_second_second_shorter,q_stem_ordered_has_second_shorter_string,q_stem_ordered_has_shorter_string_string,q_stem_ordered_has_string_string_string,q_stem_ordered_has_string_string_swing,q_stem_ordered_has_string_swing_swing
0.4166666666666667,0.5714285714285714,0.42857142857142855,0.6124,0.5714285714285714,0.42857142857142855,0.6124,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49999999999999994,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0.8333333333333333,0.6923076923076923,0.15384615384615385,0.2722,0.6923076923076923,0.15384615384615385,0.2722,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.25,0.5714285714285714,0.42857142857142855,0.6124,0.5714285714285714,0.42857142857142855,0.6124,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.5,0.25,0.4082,0.5,0.25,0.4082,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4166666666666667,0.6666666666666666,0.6666666666666666,0.8165,0.6666666666666666,0.6666666666666666,0.8165,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
0.4166666666666667,0.45454545454545453,0.0,0.0,0.45454545454545453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333333,0.2857142857142857,0.14285714285714285,0.2887,0.2857142857142857,0.14285714285714285,0.2887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4166666666666667,0.5454545454545454,0.09090909090909091,0.1667,0.5454545454545454,0.09090909090909091,0.1667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.16666666666666669,0.375,0.125,0.2357,0.375,0.125,0.2357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.6666666666666666,0.6666666666666666,0.8165,0.6666666666666666,0.6666666666666666,0.8165,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.08333333333333333,0.3333333333333333,0.3333333333333333,0.5774,0.3333333333333333,0.3333333333333333,0.5774,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.625,0.375,0.5477,0.625,0.375,0.5477,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5833333333333333,0.5555555555555556,0.2222222222222222,0.3651,0.5555555555555556,0.2222222222222222,0.3651,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
0.4166666666666667,0.6666666666666666,0.6666666666666666,0.8165,0.6666666666666666,0.6666666666666666,0.8165,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
0.4166666666666667,0.6666666666666666,0.6666666666666666,0.8165,0.6666666666666666,0.6666666666666666,0.8165,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
