wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_variabl,q_stemmed_has_girl,q_stemmed_has_need,q_stemmed_has_held,q_stemmed_has_constant,q_stemmed_has_control,q_stemmed_has_throw,q_stemmed_has_ball,q_stemmed_has_use,q_stemmed_has_launch,q_stemmed_has_techniqu,q_stemmed_has_variabl_girl,q_stemmed_has_girl_need,q_stemmed_has_need_held,q_stemmed_has_held_constant,q_stemmed_has_constant_control,q_stemmed_has_control_girl,q_stemmed_has_need_throw,q_stemmed_has_throw_ball,q_stemmed_has_ball_use,q_stemmed_has_use_launch,q_stemmed_has_launch_techniqu,q_stemmed_has_variabl_girl_need,q_stemmed_has_girl_need_held,q_stemmed_has_need_held_constant,q_stemmed_has_held_constant_control,q_stemmed_has_constant_control_girl,q_stemmed_has_control_girl_need,q_stemmed_has_girl_need_throw,q_stemmed_has_need_throw_ball,q_stemmed_has_throw_ball_use,q_stemmed_has_ball_use_launch,q_stemmed_has_use_launch_techniqu,q_stem_ordered_has_ball,q_stem_ordered_has_constant,q_stem_ordered_has_control,q_stem_ordered_has_girl,q_stem_ordered_has_held,q_stem_ordered_has_launch,q_stem_ordered_has_need,q_stem_ordered_has_techniqu,q_stem_ordered_has_throw,q_stem_ordered_has_use,q_stem_ordered_has_variabl,q_stem_ordered_has_ball_constant,q_stem_ordered_has_constant_control,q_stem_ordered_has_control_girl,q_stem_ordered_has_girl_girl,q_stem_ordered_has_girl_held,q_stem_ordered_has_held_launch,q_stem_ordered_has_launch_need,q_stem_ordered_has_need_need,q_stem_ordered_has_need_techniqu,q_stem_ordered_has_techniqu_throw,q_stem_ordered_has_throw_use,q_stem_ordered_has_use_variabl,q_stem_ordered_has_ball_constant_control,q_stem_ordered_has_constant_control_girl,q_stem_ordered_has_control_girl_girl,q_stem_ordered_has_girl_girl_held,q_stem_ordered_has_girl_held_launch,q_stem_ordered_has_held_launch_need,q_stem_ordered_has_launch_need_need,q_stem_ordered_has_need_need_techniqu,q_stem_ordered_has_need_techniqu_throw,q_stem_ordered_has_techniqu_throw_use,q_stem_ordered_has_throw_use_variabl
0.18181818181818182,0.3333333333333333,0.25,0.4523,0.3333333333333333,0.25,0.4523,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7272727272727273,0.5294117647058824,0.17647058823529413,0.3015,0.5294117647058824,0.17647058823529413,0.3015,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.46153846153846156,0.3076923076923077,0.4924,0.46153846153846156,0.3076923076923077,0.4924,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0.38461538461538464,0.23076923076923078,0.4045,0.38461538461538464,0.23076923076923078,0.4045,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0.42857142857142855,0.21428571428571427,0.3693,0.42857142857142855,0.21428571428571427,0.3693,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.6111111111111112,0.2222222222222222,0.3636,0.6111111111111112,0.2222222222222222,0.3636,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27272727272727276,0.38461538461538464,0.23076923076923078,0.4045,0.38461538461538464,0.23076923076923078,0.4045,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.18181818181818182,0.18181818181818182,0.4264,0.18181818181818182,0.18181818181818182,0.4264,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.25,0.16666666666666666,0.3482,0.25,0.16666666666666666,0.3482,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8181818181818181,0.5,0.1111111111111111,0.201,0.5,0.1111111111111111,0.201,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.25,0.16666666666666666,0.3482,0.25,0.16666666666666666,0.3482,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.25,0.16666666666666666,0.3482,0.25,0.16666666666666666,0.3482,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.4666666666666667,0.2,0.3419,0.4666666666666667,0.2,0.3419,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.25,0.16666666666666666,0.3482,0.25,0.16666666666666666,0.3482,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.4666666666666667,0.2,0.3419,0.4666666666666667,0.2,0.3419,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.27272727272727276,0.35714285714285715,0.14285714285714285,0.2697,0.35714285714285715,0.14285714285714285,0.2697,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.18181818181818182,0.18181818181818182,0.4264,0.18181818181818182,0.18181818181818182,0.4264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.3076923076923077,0.15384615384615385,0.3015,0.3076923076923077,0.15384615384615385,0.3015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09090909090909088,0.23076923076923078,0.07692307692307693,0.1741,0.23076923076923078,0.07692307692307693,0.1741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18181818181818182,0.2857142857142857,0.07142857142857142,0.1508,0.2857142857142857,0.07142857142857142,0.1508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
