wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_measur,q_stemmed_has_equal,q_stemmed_has_mass,q_stemmed_has_walnut,q_stemmed_has_peanut,q_stemmed_has_smash,q_stemmed_has_sampl,q_stemmed_has_uniformli,q_stemmed_has_size,q_stemmed_has_area,q_stemmed_has_brown,q_stemmed_has_paper,q_stemmed_has_wait,q_stemmed_has_time,q_stemmed_has_measur_equal,q_stemmed_has_equal_mass,q_stemmed_has_mass_walnut,q_stemmed_has_walnut_peanut,q_stemmed_has_peanut_smash,q_stemmed_has_smash_sampl,q_stemmed_has_sampl_uniformli,q_stemmed_has_uniformli_size,q_stemmed_has_size_area,q_stemmed_has_area_brown,q_stemmed_has_brown_paper,q_stemmed_has_paper_wait,q_stemmed_has_wait_time,q_stemmed_has_time_sampl,q_stemmed_has_measur_equal_mass,q_stemmed_has_equal_mass_walnut,q_stemmed_has_mass_walnut_peanut,q_stemmed_has_walnut_peanut_smash,q_stemmed_has_peanut_smash_sampl,q_stemmed_has_smash_sampl_uniformli,q_stemmed_has_sampl_uniformli_size,q_stemmed_has_uniformli_size_area,q_stemmed_has_size_area_brown,q_stemmed_has_area_brown_paper,q_stemmed_has_brown_paper_wait,q_stemmed_has_paper_wait_time,q_stemmed_has_wait_time_sampl,q_stem_ordered_has_area,q_stem_ordered_has_brown,q_stem_ordered_has_equal,q_stem_ordered_has_mass,q_stem_ordered_has_measur,q_stem_ordered_has_paper,q_stem_ordered_has_peanut,q_stem_ordered_has_sampl,q_stem_ordered_has_size,q_stem_ordered_has_smash,q_stem_ordered_has_time,q_stem_ordered_has_uniformli,q_stem_ordered_has_wait,q_stem_ordered_has_walnut,q_stem_ordered_has_area_brown,q_stem_ordered_has_brown_equal,q_stem_ordered_has_equal_mass,q_stem_ordered_has_mass_measur,q_stem_ordered_has_measur_paper,q_stem_ordered_has_paper_peanut,q_stem_ordered_has_peanut_sampl,q_stem_ordered_has_sampl_sampl,q_stem_ordered_has_sampl_size,q_stem_ordered_has_size_smash,q_stem_ordered_has_smash_time,q_stem_ordered_has_time_uniformli,q_stem_ordered_has_uniformli_wait,q_stem_ordered_has_wait_walnut,q_stem_ordered_has_area_brown_equal,q_stem_ordered_has_brown_equal_mass,q_stem_ordered_has_equal_mass_measur,q_stem_ordered_has_mass_measur_paper,q_stem_ordered_has_measur_paper_peanut,q_stem_ordered_has_paper_peanut_sampl,q_stem_ordered_has_peanut_sampl_sampl,q_stem_ordered_has_sampl_sampl_size,q_stem_ordered_has_sampl_size_smash,q_stem_ordered_has_size_smash_time,q_stem_ordered_has_smash_time_uniformli,q_stem_ordered_has_time_uniformli_wait,q_stem_ordered_has_uniformli_wait_walnut
1.0,0.6206896551724138,0.10344827586206896,0.189,0.6206896551724138,0.10344827586206896,0.189,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5789473684210527,0.5454545454545454,0.18181818181818182,0.3086,0.5454545454545454,0.18181818181818182,0.3086,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21052631578947367,0.29411764705882354,0.11764705882352941,0.239,0.29411764705882354,0.11764705882352941,0.239,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8421052631578947,0.6,0.16,0.276,0.6,0.16,0.276,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4210526315789474,0.55,0.25,0.4029,0.55,0.25,0.4029,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5789473684210527,0.5652173913043478,0.17391304347826086,0.2965,0.5652173913043478,0.17391304347826086,0.2965,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.894736842105263,0.5714285714285714,0.23809523809523808,0.3858,0.5714285714285714,0.23809523809523808,0.3858,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47368421052631576,0.4782608695652174,0.08695652173913043,0.1612,0.4782608695652174,0.08695652173913043,0.1612,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3157894736842105,0.391304347826087,0.0,0.0,0.391304347826087,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.17647058823529413,0.0,0.0,0.17647058823529413,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05263157894736842,0.23529411764705882,0.058823529411764705,0.1336,0.23529411764705882,0.058823529411764705,0.1336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05263157894736842,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.631578947368421,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
