wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_shadow,q_stemmed_has_chang,q_stemmed_has_day,q_stemmed_has_earth,q_stemmed_has_turn,q_stemmed_has_sun,q_stemmed_has_stay,q_stemmed_has_place,q_stemmed_has_shadow_chang,q_stemmed_has_chang_day,q_stemmed_has_day_earth,q_stemmed_has_earth_turn,q_stemmed_has_turn_sun,q_stemmed_has_sun_stay,q_stemmed_has_stay_place,q_stemmed_has_shadow_chang_day,q_stemmed_has_chang_day_earth,q_stemmed_has_day_earth_turn,q_stemmed_has_earth_turn_sun,q_stemmed_has_turn_sun_stay,q_stemmed_has_sun_stay_place,q_stem_ordered_has_chang,q_stem_ordered_has_day,q_stem_ordered_has_earth,q_stem_ordered_has_place,q_stem_ordered_has_shadow,q_stem_ordered_has_stay,q_stem_ordered_has_sun,q_stem_ordered_has_turn,q_stem_ordered_has_chang_day,q_stem_ordered_has_day_earth,q_stem_ordered_has_earth_place,q_stem_ordered_has_place_shadow,q_stem_ordered_has_shadow_stay,q_stem_ordered_has_stay_sun,q_stem_ordered_has_sun_turn,q_stem_ordered_has_chang_day_earth,q_stem_ordered_has_day_earth_place,q_stem_ordered_has_earth_place_shadow,q_stem_ordered_has_place_shadow_stay,q_stem_ordered_has_shadow_stay_sun,q_stem_ordered_has_stay_sun_turn
0.24999999999999997,0.45454545454545453,0.18181818181818182,0.3162,0.45454545454545453,0.18181818181818182,0.3162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0.5882352941176471,0.058823529411764705,0.1118,0.5882352941176471,0.058823529411764705,0.1118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.4166666666666667,0.08333333333333333,0.1581,0.4166666666666667,0.08333333333333333,0.1581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666666,0.4,0.2,0.3536,0.4,0.2,0.3536,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.6363636363636364,0.36363636363636365,0.5345,0.6363636363636364,0.36363636363636365,0.5345,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333334,0.3333333333333333,0.2222222222222222,0.4082,0.3333333333333333,0.2222222222222222,0.4082,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333334,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.6363636363636364,0.36363636363636365,0.5345,0.6363636363636364,0.36363636363636365,0.5345,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.2222222222222222,0.1111111111111111,0.25,0.2222222222222222,0.1111111111111111,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666666,0.5714285714285714,0.14285714285714285,0.25,0.5714285714285714,0.14285714285714285,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.25,0.25,0.5,0.25,0.25,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24999999999999997,0.4166666666666667,0.08333333333333333,0.1581,0.4166666666666667,0.08333333333333333,0.1581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24999999999999997,0.36363636363636365,0.09090909090909091,0.1768,0.36363636363636365,0.09090909090909091,0.1768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.45454545454545453,0.18181818181818182,0.3162,0.45454545454545453,0.18181818181818182,0.3162,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9999999999999999,0.7272727272727273,0.45454545454545453,0.625,0.7272727272727273,0.45454545454545453,0.625,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333334,0.3,0.1,0.2041,0.3,0.1,0.2041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8333333333333334,0.7142857142857143,0.2857142857142857,0.4472,0.7142857142857143,0.2857142857142857,0.4472,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24999999999999997,0.3333333333333333,0.2222222222222222,0.4082,0.3333333333333333,0.2222222222222222,0.4082,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16666666666666666,0.36363636363636365,0.09090909090909091,0.1768,0.36363636363636365,0.09090909090909091,0.1768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.4166666666666667,0.08333333333333333,0.1581,0.4166666666666667,0.08333333333333333,0.1581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41666666666666663,0.5,0.07142857142857142,0.1336,0.5,0.07142857142857142,0.1336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333333333333337,0.4,0.2,0.3536,0.4,0.2,0.3536,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
