wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_40,q_stemmed_has_meter,q_stemmed_has_chang,q_stemmed_has_elev,q_stemmed_has_20,q_stemmed_has_b,q_stemmed_has_c,q_stemmed_has_m,q_stemmed_has_plu,q_stemmed_has_equal,q_stemmed_has_40_meter,q_stemmed_has_meter_chang,q_stemmed_has_chang_elev,q_stemmed_has_elev_20,q_stemmed_has_20_meter,q_stemmed_has_meter_b,q_stemmed_has_b_20,q_stemmed_has_b_c,q_stemmed_has_c_chang,q_stemmed_has_chang_c,q_stemmed_has_c_40,q_stemmed_has_meter_20,q_stemmed_has_20_m,q_stemmed_has_m_plu,q_stemmed_has_plu_20,q_stemmed_has_m_equal,q_stemmed_has_equal_40,q_stemmed_has_40_m,q_stemmed_has_40_meter_chang,q_stemmed_has_meter_chang_elev,q_stemmed_has_chang_elev_20,q_stemmed_has_elev_20_meter,q_stemmed_has_20_meter_b,q_stemmed_has_meter_b_20,q_stemmed_has_b_20_meter,q_stemmed_has_meter_b_c,q_stemmed_has_b_c_chang,q_stemmed_has_c_chang_c,q_stemmed_has_chang_c_40,q_stemmed_has_c_40_meter,q_stemmed_has_40_meter_20,q_stemmed_has_meter_20_m,q_stemmed_has_20_m_plu,q_stemmed_has_m_plu_20,q_stemmed_has_plu_20_m,q_stemmed_has_20_m_equal,q_stemmed_has_m_equal_40,q_stemmed_has_equal_40_m,q_stem_ordered_has_20,q_stem_ordered_has_40,q_stem_ordered_has_b,q_stem_ordered_has_c,q_stem_ordered_has_chang,q_stem_ordered_has_elev,q_stem_ordered_has_equal,q_stem_ordered_has_m,q_stem_ordered_has_meter,q_stem_ordered_has_plu,q_stem_ordered_has_20_20,q_stem_ordered_has_20_40,q_stem_ordered_has_40_40,q_stem_ordered_has_40_b,q_stem_ordered_has_b_b,q_stem_ordered_has_b_c,q_stem_ordered_has_c_c,q_stem_ordered_has_c_chang,q_stem_ordered_has_chang_chang,q_stem_ordered_has_chang_elev,q_stem_ordered_has_elev_equal,q_stem_ordered_has_equal_m,q_stem_ordered_has_m_m,q_stem_ordered_has_m_meter,q_stem_ordered_has_meter_meter,q_stem_ordered_has_meter_plu,q_stem_ordered_has_20_20_20,q_stem_ordered_has_20_20_40,q_stem_ordered_has_20_40_40,q_stem_ordered_has_40_40_40,q_stem_ordered_has_40_40_b,q_stem_ordered_has_40_b_b,q_stem_ordered_has_b_b_c,q_stem_ordered_has_b_c_c,q_stem_ordered_has_c_c_chang,q_stem_ordered_has_c_chang_chang,q_stem_ordered_has_chang_chang_elev,q_stem_ordered_has_chang_elev_equal,q_stem_ordered_has_elev_equal_m,q_stem_ordered_has_equal_m_m,q_stem_ordered_has_m_m_m,q_stem_ordered_has_m_m_meter,q_stem_ordered_has_m_meter_meter,q_stem_ordered_has_meter_meter_meter,q_stem_ordered_has_meter_meter_plu
0.2727272727272727,0.42857142857142855,0.14285714285714285,0.2582,0.42857142857142855,0.14285714285714285,0.2582,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545455,0.5714285714285714,0.2857142857142857,0.4472,0.5714285714285714,0.2857142857142857,0.4472,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0909090909090909,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.46153846153846156,0.23076923076923078,0.3873,0.46153846153846156,0.23076923076923078,0.3873,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22727272727272724,0.4166666666666667,0.25,0.4243,0.4166666666666667,0.25,0.4243,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3181818181818182,0.46153846153846156,0.23076923076923078,0.3873,0.46153846153846156,0.23076923076923078,0.3873,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13636363636363635,0.3333333333333333,0.16666666666666666,0.3162,0.3333333333333333,0.16666666666666666,0.3162,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0909090909090909,0.25,0.08333333333333333,0.1826,0.25,0.08333333333333333,0.1826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45454545454545453,0.6923076923076923,0.46153846153846156,0.6325,0.6923076923076923,0.46153846153846156,0.6325,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3181818181818182,0.5,0.21428571428571427,0.3586,0.5,0.21428571428571427,0.3586,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2727272727272727,0.42857142857142855,0.14285714285714285,0.2582,0.42857142857142855,0.14285714285714285,0.2582,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2727272727272727,0.5,0.21428571428571427,0.3586,0.5,0.21428571428571427,0.3586,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4090909090909091,0.5384615384615384,0.3076923076923077,0.4781,0.5384615384615384,0.3076923076923077,0.4781,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4090909090909091,0.5714285714285714,0.2857142857142857,0.4472,0.5714285714285714,0.2857142857142857,0.4472,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
