wordcount,stem_g_similarity,stem_j_similarity,stem_c_similarity,stem_ordered_g_similarity,stem_ordered_j_similarity,stem_ordered_c_similarity,q_stemmed_has_ye,q_stemmed_has_black,q_stemmed_has_absorb,q_stemmed_has_heat,q_stemmed_has_energi,q_stemmed_has_white,q_stemmed_has_reflect,q_stemmed_has_cover,q_stemmed_has_box,q_stemmed_has_faster,q_stemmed_has_ye_black,q_stemmed_has_black_absorb,q_stemmed_has_absorb_heat,q_stemmed_has_heat_energi,q_stemmed_has_energi_white,q_stemmed_has_white_white,q_stemmed_has_white_reflect,q_stemmed_has_reflect_heat,q_stemmed_has_energi_black,q_stemmed_has_black_black,q_stemmed_has_black_cover,q_stemmed_has_cover_box,q_stemmed_has_box_heat,q_stemmed_has_heat_faster,q_stemmed_has_faster_white,q_stemmed_has_white_cover,q_stemmed_has_ye_black_absorb,q_stemmed_has_black_absorb_heat,q_stemmed_has_absorb_heat_energi,q_stemmed_has_heat_energi_white,q_stemmed_has_energi_white_white,q_stemmed_has_white_white_reflect,q_stemmed_has_white_reflect_heat,q_stemmed_has_reflect_heat_energi,q_stemmed_has_heat_energi_black,q_stemmed_has_energi_black_black,q_stemmed_has_black_black_cover,q_stemmed_has_black_cover_box,q_stemmed_has_cover_box_heat,q_stemmed_has_box_heat_faster,q_stemmed_has_heat_faster_white,q_stemmed_has_faster_white_cover,q_stemmed_has_white_cover_box,q_stem_ordered_has_absorb,q_stem_ordered_has_black,q_stem_ordered_has_box,q_stem_ordered_has_cover,q_stem_ordered_has_energi,q_stem_ordered_has_faster,q_stem_ordered_has_heat,q_stem_ordered_has_reflect,q_stem_ordered_has_white,q_stem_ordered_has_ye,q_stem_ordered_has_absorb_black,q_stem_ordered_has_black_black,q_stem_ordered_has_black_box,q_stem_ordered_has_box_box,q_stem_ordered_has_box_cover,q_stem_ordered_has_cover_cover,q_stem_ordered_has_cover_energi,q_stem_ordered_has_energi_energi,q_stem_ordered_has_energi_faster,q_stem_ordered_has_faster_heat,q_stem_ordered_has_heat_heat,q_stem_ordered_has_heat_reflect,q_stem_ordered_has_reflect_white,q_stem_ordered_has_white_white,q_stem_ordered_has_white_ye,q_stem_ordered_has_absorb_black_black,q_stem_ordered_has_black_black_black,q_stem_ordered_has_black_black_box,q_stem_ordered_has_black_box_box,q_stem_ordered_has_box_box_cover,q_stem_ordered_has_box_cover_cover,q_stem_ordered_has_cover_cover_energi,q_stem_ordered_has_cover_energi_energi,q_stem_ordered_has_energi_energi_faster,q_stem_ordered_has_energi_faster_heat,q_stem_ordered_has_faster_heat_heat,q_stem_ordered_has_heat_heat_heat,q_stem_ordered_has_heat_heat_reflect,q_stem_ordered_has_heat_reflect_white,q_stem_ordered_has_reflect_white_white,q_stem_ordered_has_white_white_white,q_stem_ordered_has_white_white_ye
0.3333333333333333,0.5384615384615384,0.3076923076923077,0.4781,0.5384615384615384,0.3076923076923077,0.4781,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.36363636363636365,0.2727272727272727,0.4743,0.36363636363636365,0.2727272727272727,0.4743,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666666,0.7142857142857143,0.42857142857142855,0.6,0.7142857142857143,0.42857142857142855,0.6,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.5833333333333334,0.4166666666666667,0.5976,0.5833333333333334,0.4166666666666667,0.5976,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26666666666666666,0.6153846153846154,0.38461538461538464,0.559,0.6153846153846154,0.38461538461538464,0.559,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.6,0.26666666666666666,0.4216,0.6,0.26666666666666666,0.4216,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13333333333333336,0.45454545454545453,0.36363636363636365,0.5657,0.45454545454545453,0.36363636363636365,0.5657,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3333333333333333,0.5294117647058824,0.11764705882352941,0.2108,0.5294117647058824,0.11764705882352941,0.2108,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.5,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.5833333333333334,0.4166666666666667,0.5976,0.5833333333333334,0.4166666666666667,0.5976,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.13333333333333336,0.375,0.0,0.0,0.375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.75,0.5833333333333334,0.7379,0.75,0.5833333333333334,0.7379,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
0.39999999999999997,0.5,0.05555555555555555,0.1054,0.5,0.05555555555555555,0.1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6000000000000001,0.7857142857142857,0.5,0.6674,0.7857142857142857,0.5,0.6674,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.5714285714285714,0.2857142857142857,0.4472,0.5714285714285714,0.2857142857142857,0.4472,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13333333333333336,0.6,0.6,0.7746,0.6,0.6,0.7746,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6000000000000001,0.8333333333333334,0.6666666666666666,0.8,0.8333333333333334,0.6666666666666666,0.8,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.6363636363636364,0.5454545454545454,0.7171,0.6363636363636364,0.5454545454545454,0.7171,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6666666666666667,0.7333333333333333,0.4,0.5721,0.7333333333333333,0.4,0.5721,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.4666666666666666,0.75,0.5833333333333334,0.7379,0.75,0.5833333333333334,0.7379,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3333333333333333,0.6363636363636364,0.5454545454545454,0.7171,0.6363636363636364,0.5454545454545454,0.7171,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.7333333333333334,0.7857142857142857,0.5,0.6674,0.7857142857142857,0.5,0.6674,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.3333333333333333,0.42857142857142855,0.14285714285714285,0.2582,0.42857142857142855,0.14285714285714285,0.2582,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
